"state","county","year","count","total_size","average_cost_per_watt","sum_cost","concat_code","state_code","county_code"
"RI","Bristol","2006",4,16.01,,,"44005","44","005"
"RI","","2006",3,14.64,,,"44","44",
"RI","Newport","2006",6,17.208,,,"44005","44","005"
"LA","Jefferson","2006",1,0.5,15.94,,"22059","22","059"
"CT","Fairfield","2006",20,89.67,9.6769427974315789,786629.75,"09039","09","039"
"CT","","2006",199,1522.46,8.726969696969697,11111183.24,"09","09",
"CT","Tolland","2006",5,21.07,9.06938075348,192779.19,"09013","09","013"
"PA","Philadelphia","2006",2,5.64,9.25216978265,51987,"42101","42","101"
"WI","Outagamie","2006",3,13.728,8.3673097555,118109.48,"55087","55","087"
"WI","Ozaukee","2006",2,4.94,8.0020242915,39540,"55089","55","089"
"WI","Portage","2006",11,32.752,9.1589904413,281873.66,"55097","55","097"
"WI","Price","2006",1,1.503,17.11,25713.45,"55099","55","099"
"WI","Racine","2006",2,22,8.40777272725,184922,"55101","55","101"
"WI","Sauk","2006",6,24.944,8.3068155866833333,204526.54,"55111","55","111"
"RI","Providence","2006",7,79.25,,,"44007","44","007"
"CT","New London","2006",14,69.93,7.9715891053214286,561248.34,"09011","09","011"
"CT","New Haven","2006",15,267.96,8.07463871918,1999654.49,"09009","09","009"
"CT","Litchfield","2006",10,45.445,8.45352302701,385545.93,"09005","09","005"
"CT","Hartford","2006",26,141.677,8.8332880834884615,1222656.07,"09005","09","005"
"CA","San Francisco","2006",292,1907.93182466,8.4910179445671233,15334225.15,"06075","06","075"
"LA","St. Tammany","2006",2,0.8,11.72,,"22103","22","103"
"AR","Newton","2006",1,1.44,11.11,16000,"05101","05","101"
"AR","Stone","2006",1,1.8,6.67,12000,"05137","05","137"
"AZ","Apache","2006",7,43.404,14.46445675682,163652,"04001","04","001"
"AZ","Cochise","2006",7,6.477,18.4687877988571429,69720.45,"04003","04","003"
"AZ","Gila","2006",11,53.848,8.0502386431454545,412397.56,"04007","04","007"
"AZ","Graham","2006",14,42.24,7.2609103191846154,237399,"04075","04","075"
"AZ","Maricopa","2006",468,2337.15,7.4222792900319742,16972691.21,"04013","04","013"
"AZ","Mohave","2006",2,8.64,4.61651515155,43180,"04015","04","015"
"AZ","Pima","2006",6,32.16,7.7904166667,18697,"04019","04","019"
"AZ","Pinal","2006",30,121.137,7.6106888667206897,883636.82,"04021","04","021"
"AZ","Yavapai","2006",97,4021.257,9.5190203729357895,2663717.26,"04025","04","025"
"AZ","Yuma","2006",12,255.136,7.996867422175,2147080.2,"04027","04","027"
"CA","Alameda","2006",599,4985.64306389,8.1327464415429048,40039705.44,"06001","06","001"
"CA","Amador","2006",32,326.35,7.67654789560625,2423635.64,"06005","06","005"
"CA","Butte","2006",140,3468.2455377,7.5982768975535714,25269121.04,"06019","06","019"
