"sfh_qty","th_qty","households","hhincome_100_below_150k","hhincome_150_below_200k","hhincome_above_200k","avg_rtl_price","net_summer_capacity_mw","year_since_1990","rounded_price_per_watt","interconn","net_metering","count"
31285,1032,36435,3571,984,802,10.31,42344,24,4.59,2,1,1
31285,1032,36435,3571,984,802,10.31,42344,22.25,6.02,2,1,1
31285,1032,36435,3571,984,802,10.31,42344,21.25,6.48,2,1,1
31285,1032,36435,3571,984,802,10.31,42344,20,7.52,2,1,1
204398,18020,299764,39869,14389,11691,15.28,40249,26,4.21,2,1,83
204398,18020,299764,39869,14389,11691,15.28,40249,25.75,4.26,2,1,34
204398,18020,299764,39869,14389,11691,15.28,40249,25.5,4.18,2,1,37
204398,18020,299764,39869,14389,11691,15.28,40249,25.25,4.18,2,1,17
204398,18020,299764,39869,14389,11691,15.28,40249,25,4.4,2,1,17
204398,18020,299764,39869,14389,11691,15.28,40249,24.75,4.45,2,1,11
204398,18020,299764,39869,14389,11691,15.28,40249,24.5,4.56,2,1,14
204398,18020,299764,39869,14389,11691,15.28,40249,24.25,4.6,2,1,2
204398,18020,299764,39869,14389,11691,15.28,40249,24,4.59,2,1,27
204398,18020,299764,39869,14389,11691,15.28,40249,23.75,4.7,2,1,10
204398,18020,299764,39869,14389,11691,15.28,40249,23.5,4.8,2,1,11
204398,18020,299764,39869,14389,11691,15.28,40249,23.25,4.93,2,1,2
204398,18020,299764,39869,14389,11691,15.28,40249,23,5.14,2,1,22
204398,18020,299764,39869,14389,11691,15.28,40249,22.75,5.4,2,1,6
204398,18020,299764,39869,14389,11691,15.28,40249,22.5,5.67,2,1,6
204398,18020,299764,39869,14389,11691,15.28,40249,22.25,6.02,2,1,6
204398,18020,299764,39869,14389,11691,15.28,40249,22,6.2,2,1,6
204398,18020,299764,39869,14389,11691,15.28,40249,21.75,6.32,2,1,9
204398,18020,299764,39869,14389,11691,15.28,40249,21.5,6.48,2,1,8
204398,18020,299764,39869,14389,11691,15.28,40249,21.25,6.48,2,1,7
204398,18020,299764,39869,14389,11691,15.28,40249,21,6.56,2,1,9
204398,18020,299764,39869,14389,11691,15.28,40249,20.75,6.8,2,1,3
204398,18020,299764,39869,14389,11691,15.28,40249,20.5,7.01,2,1,1
204398,18020,299764,39869,14389,11691,15.28,40249,20.25,7.41,2,1,5
204398,18020,299764,39869,14389,11691,15.28,40249,20,7.52,2,1,5
204398,18020,299764,39869,14389,11691,15.28,40249,19.75,7.73,2,1,6
204398,18020,299764,39869,14389,11691,15.28,40249,19.5,8.08,2,1,5
204398,18020,299764,39869,14389,11691,15.28,40249,19.25,8.06,2,1,3
204398,18020,299764,39869,14389,11691,15.28,40249,19,8.19,2,1,4
204398,18020,299764,39869,14389,11691,15.28,40249,18.75,8.17,2,1,1
204398,18020,299764,39869,14389,11691,15.28,40249,18.5,8.22,2,1,2
204398,18020,299764,39869,14389,11691,15.28,40249,18.25,8.14,2,1,2
204398,18020,299764,39869,14389,11691,15.28,40249,18,8.15,2,1,3
204398,18020,299764,39869,14389,11691,15.28,40249,17.75,8.25,2,1,3
204398,18020,299764,39869,14389,11691,15.28,40249,17.25,8.25,2,1,3
204398,18020,299764,39869,14389,11691,15.28,40249,17,8.32,2,1,4
58380,4765,83487,8015,2338,1837,8.75,15916,25.5,4.18,1,1,2
58380,4765,83487,8015,2338,1837,8.75,15916,25.25,4.18,1,1,10
58380,4765,83487,8015,2338,1837,8.75,15916,25,4.4,1,1,7
58380,4765,83487,8015,2338,1837,8.75,15916,24.75,4.45,1,1,13
58380,4765,83487,8015,2338,1837,8.75,15916,24.5,4.56,1,1,9
58380,4765,83487,8015,2338,1837,8.75,15916,24.25,4.6,1,1,15
58380,4765,83487,8015,2338,1837,8.75,15916,24,4.59,1,1,9
58380,4765,83487,8015,2338,1837,8.75,15916,23.75,4.7,1,1,7
58380,4765,83487,8015,2338,1837,8.75,15916,23.5,4.8,1,1,8
58380,4765,83487,8015,2338,1837,8.75,15916,23.25,4.93,1,1,9
58380,4765,83487,8015,2338,1837,8.75,15916,23,5.14,1,1,3
58380,4765,83487,8015,2338,1837,8.75,15916,22.75,5.4,1,1,7
58380,4765,83487,8015,2338,1837,8.75,15916,22.25,6.02,1,1,10
58380,4765,83487,8015,2338,1837,8.75,15916,22,6.2,1,1,4
58380,4765,83487,8015,2338,1837,8.75,15916,21.75,6.32,1,1,3
58380,4765,83487,8015,2338,1837,8.75,15916,21.25,6.48,1,1,4
58380,4765,83487,8015,2338,1837,8.75,15916,21,6.56,1,1,5
58380,4765,83487,8015,2338,1837,8.75,15916,20.75,6.8,1,1,2
58380,4765,83487,8015,2338,1837,8.75,15916,20.5,7.01,1,1,3
58380,4765,83487,8015,2338,1837,8.75,15916,20.25,7.41,1,1,3
58380,4765,83487,8015,2338,1837,8.75,15916,20,7.52,1,1,3
58380,4765,83487,8015,2338,1837,8.75,15916,19.75,7.73,1,1,3
58380,4765,83487,8015,2338,1837,8.75,15916,19.5,8.08,1,1,1
58380,4765,83487,8015,2338,1837,8.75,15916,19,8.19,1,1,4
58380,4765,83487,8015,2338,1837,8.75,15916,18.5,8.22,1,1,1
58380,4765,83487,8015,2338,1837,8.75,15916,18.25,8.14,1,1,3
58380,4765,83487,8015,2338,1837,8.75,15916,18,8.15,1,1,1
58380,4765,83487,8015,2338,1837,8.75,15916,17.75,8.25,1,1,1
58380,4765,83487,8015,2338,1837,8.75,15916,17.5,8.22,1,1,2
58380,4765,83487,8015,2338,1837,8.75,15916,17.25,8.25,1,1,1
58380,4765,83487,8015,2338,1837,8.75,15916,17,8.32,1,1,1
58380,4765,83487,8015,2338,1837,8.75,15916,16.5,7.9,1,1,1
58380,4765,83487,8015,2338,1837,8.75,15916,16.25,8.02,1,1,1
58380,4765,83487,8015,2338,1837,8.75,15916,16,8.16,1,1,2
58380,4765,83487,8015,2338,1837,8.75,15916,15.75,7.85,1,1,1
58380,4765,83487,8015,2338,1837,8.75,15916,15.5,8.2,1,1,1
58380,4765,83487,8015,2338,1837,8.75,15916,13,8.22,1,1,1
58380,4765,83487,8015,2338,1837,8.75,15916,12.75,8.72,1,1,1
58380,4765,83487,8015,2338,1837,8.75,15916,11.5,9.98,1,1,2
58380,4765,83487,8015,2338,1837,8.75,15916,11.25,10.52,1,1,3
58380,4765,83487,8015,2338,1837,8.75,15916,11,10.3,1,1,1
58380,4765,83487,8015,2338,1837,8.75,15916,10.5,10.03,1,1,1
58380,4765,83487,8015,2338,1837,8.75,15916,10.25,7.18,1,1,1
26409,2455,37556,6460,2742,2291,9.44,21764,24.75,4.45,5,2,1
26409,2455,37556,6460,2742,2291,9.44,21764,24.5,4.56,5,2,6
26409,2455,37556,6460,2742,2291,9.44,21764,24,4.59,5,2,1
26409,2455,37556,6460,2742,2291,9.44,21764,23.75,4.7,5,2,1
26409,2455,37556,6460,2742,2291,9.44,21764,23.5,4.8,5,2,2
26409,2455,37556,6460,2742,2291,9.44,21764,22.5,5.67,5,2,1
26409,2455,37556,6460,2742,2291,9.44,21764,21,6.56,5,2,1
26409,2455,37556,6460,2742,2291,9.44,21764,20.75,6.8,5,2,1
353818,13672,440640,89891,55521,73587,15.28,40249,26,4.21,2,1,727
353818,13672,440640,89891,55521,73587,15.28,40249,25.75,4.26,2,1,454
353818,13672,440640,89891,55521,73587,15.28,40249,25.5,4.18,2,1,513
353818,13672,440640,89891,55521,73587,15.28,40249,25.25,4.18,2,1,583
353818,13672,440640,89891,55521,73587,15.28,40249,25,4.4,2,1,404
353818,13672,440640,89891,55521,73587,15.28,40249,24.75,4.45,2,1,144
353818,13672,440640,89891,55521,73587,15.28,40249,24.5,4.56,2,1,226
353818,13672,440640,89891,55521,73587,15.28,40249,24.25,4.6,2,1,159
353818,13672,440640,89891,55521,73587,15.28,40249,24,4.59,2,1,176
353818,13672,440640,89891,55521,73587,15.28,40249,23.75,4.7,2,1,105
353818,13672,440640,89891,55521,73587,15.28,40249,23.5,4.8,2,1,96
353818,13672,440640,89891,55521,73587,15.28,40249,23.25,4.93,2,1,97
353818,13672,440640,89891,55521,73587,15.28,40249,23,5.14,2,1,46
353818,13672,440640,89891,55521,73587,15.28,40249,22.75,5.4,2,1,67
353818,13672,440640,89891,55521,73587,15.28,40249,22.5,5.67,2,1,50
353818,13672,440640,89891,55521,73587,15.28,40249,22.25,6.02,2,1,69
353818,13672,440640,89891,55521,73587,15.28,40249,22,6.2,2,1,77
353818,13672,440640,89891,55521,73587,15.28,40249,21.75,6.32,2,1,50
353818,13672,440640,89891,55521,73587,15.28,40249,21.5,6.48,2,1,53
353818,13672,440640,89891,55521,73587,15.28,40249,21.25,6.48,2,1,108
353818,13672,440640,89891,55521,73587,15.28,40249,21,6.56,2,1,108
353818,13672,440640,89891,55521,73587,15.28,40249,20.75,6.8,2,1,72
353818,13672,440640,89891,55521,73587,15.28,40249,20.5,7.01,2,1,138
353818,13672,440640,89891,55521,73587,15.28,40249,20.25,7.41,2,1,109
353818,13672,440640,89891,55521,73587,15.28,40249,20,7.52,2,1,74
353818,13672,440640,89891,55521,73587,15.28,40249,19.75,7.73,2,1,49
353818,13672,440640,89891,55521,73587,15.28,40249,19.5,8.08,2,1,54
353818,13672,440640,89891,55521,73587,15.28,40249,19.25,8.06,2,1,56
353818,13672,440640,89891,55521,73587,15.28,40249,19,8.19,2,1,42
353818,13672,440640,89891,55521,73587,15.28,40249,18.75,8.17,2,1,36
353818,13672,440640,89891,55521,73587,15.28,40249,18.5,8.22,2,1,15
353818,13672,440640,89891,55521,73587,15.28,40249,18.25,8.14,2,1,19
353818,13672,440640,89891,55521,73587,15.28,40249,18,8.15,2,1,13
353818,13672,440640,89891,55521,73587,15.28,40249,17.75,8.25,2,1,16
353818,13672,440640,89891,55521,73587,15.28,40249,17.5,8.22,2,1,16
353818,13672,440640,89891,55521,73587,15.28,40249,17.25,8.25,2,1,20
353818,13672,440640,89891,55521,73587,15.28,40249,17,8.32,2,1,26
353818,13672,440640,89891,55521,73587,15.28,40249,16.75,8.2,2,1,18
353818,13672,440640,89891,55521,73587,15.28,40249,16.5,7.9,2,1,11
353818,13672,440640,89891,55521,73587,15.28,40249,16.25,8.02,2,1,6
353818,13672,440640,89891,55521,73587,15.28,40249,16,8.16,2,1,6
353818,13672,440640,89891,55521,73587,15.28,40249,15.75,7.85,2,1,10
353818,13672,440640,89891,55521,73587,15.28,40249,15.5,8.2,2,1,5
353818,13672,440640,89891,55521,73587,15.28,40249,15.25,8.08,2,1,5
353818,13672,440640,89891,55521,73587,15.28,40249,15,7.95,2,1,8
353818,13672,440640,89891,55521,73587,15.28,40249,14.75,8,2,1,5
353818,13672,440640,89891,55521,73587,15.28,40249,14.5,8.3,2,1,7
353818,13672,440640,89891,55521,73587,15.28,40249,14.25,8.42,2,1,16
353818,13672,440640,89891,55521,73587,15.28,40249,14,7.73,2,1,11
353818,13672,440640,89891,55521,73587,15.28,40249,13.75,8.32,2,1,14
353818,13672,440640,89891,55521,73587,15.28,40249,13.5,7.99,2,1,7
353818,13672,440640,89891,55521,73587,15.28,40249,13.25,8.66,2,1,11
353818,13672,440640,89891,55521,73587,15.28,40249,13,8.22,2,1,21
353818,13672,440640,89891,55521,73587,15.28,40249,12.75,8.72,2,1,20
353818,13672,440640,89891,55521,73587,15.28,40249,12.5,9.16,2,1,1
353818,13672,440640,89891,55521,73587,15.28,40249,12.25,9.03,2,1,3
353818,13672,440640,89891,55521,73587,15.28,40249,12,9.09,2,1,2
353818,13672,440640,89891,55521,73587,15.28,40249,11.75,8.85,2,1,3
353818,13672,440640,89891,55521,73587,15.28,40249,11.25,10.52,2,1,1
353818,13672,440640,89891,55521,73587,15.28,40249,11,10.3,2,1,1
7365,90,7823,548,110,55,8.19,14707,20.5,7.01,5,1,1
73873,9700,101818,14051,5396,4684,13.74,18767,26,4.21,2,1,230
73873,9700,101818,14051,5396,4684,13.74,18767,25.75,4.26,2,1,213
73873,9700,101818,14051,5396,4684,13.74,18767,25.5,4.18,2,1,126
73873,9700,101818,14051,5396,4684,13.74,18767,25.25,4.18,2,1,112
73873,9700,101818,14051,5396,4684,13.74,18767,25,4.4,2,1,128
73873,9700,101818,14051,5396,4684,13.74,18767,24.75,4.45,2,1,142
73873,9700,101818,14051,5396,4684,13.74,18767,24.5,4.56,2,1,126
73873,9700,101818,14051,5396,4684,13.74,18767,24.25,4.6,2,1,153
73873,9700,101818,14051,5396,4684,13.74,18767,24,4.59,2,1,119
73873,9700,101818,14051,5396,4684,13.74,18767,23.75,4.7,2,1,83
73873,9700,101818,14051,5396,4684,13.74,18767,23.5,4.8,2,1,107
73873,9700,101818,14051,5396,4684,13.74,18767,23.25,4.93,2,1,103
73873,9700,101818,14051,5396,4684,13.74,18767,23,5.14,2,1,40
73873,9700,101818,14051,5396,4684,13.74,18767,22.75,5.4,2,1,44
73873,9700,101818,14051,5396,4684,13.74,18767,22.5,5.67,2,1,45
73873,9700,101818,14051,5396,4684,13.74,18767,22.25,6.02,2,1,58
73873,9700,101818,14051,5396,4684,13.74,18767,22,6.2,2,1,40
73873,9700,101818,14051,5396,4684,13.74,18767,21.75,6.32,2,1,47
73873,9700,101818,14051,5396,4684,13.74,18767,21.5,6.48,2,1,63
73873,9700,101818,14051,5396,4684,13.74,18767,21.25,6.48,2,1,39
73873,9700,101818,14051,5396,4684,13.74,18767,21,6.56,2,1,46
73873,9700,101818,14051,5396,4684,13.74,18767,20.75,6.8,2,1,33
73873,9700,101818,14051,5396,4684,13.74,18767,20.5,7.01,2,1,60
73873,9700,101818,14051,5396,4684,13.74,18767,20.25,7.41,2,1,52
73873,9700,101818,14051,5396,4684,13.74,18767,20,7.52,2,1,36
73873,9700,101818,14051,5396,4684,13.74,18767,19.75,7.73,2,1,26
73873,9700,101818,14051,5396,4684,13.74,18767,19.5,8.08,2,1,15
73873,9700,101818,14051,5396,4684,13.74,18767,19.25,8.06,2,1,9
73873,9700,101818,14051,5396,4684,13.74,18767,19,8.19,2,1,14
73873,9700,101818,14051,5396,4684,13.74,18767,18.75,8.17,2,1,14
73873,9700,101818,14051,5396,4684,13.74,18767,18.5,8.22,2,1,16
73873,9700,101818,14051,5396,4684,13.74,18767,18.25,8.14,2,1,14
73873,9700,101818,14051,5396,4684,13.74,18767,18,8.15,2,1,17
73873,9700,101818,14051,5396,4684,13.74,18767,17.75,8.25,2,1,9
73873,9700,101818,14051,5396,4684,13.74,18767,17.5,8.22,2,1,6
73873,9700,101818,14051,5396,4684,13.74,18767,17,8.32,2,1,3
73873,9700,101818,14051,5396,4684,13.74,18767,16.75,8.2,2,1,7
73873,9700,101818,14051,5396,4684,13.74,18767,16.5,7.9,2,1,10
73873,9700,101818,14051,5396,4684,13.74,18767,16.25,8.02,2,1,14
73873,9700,101818,14051,5396,4684,13.74,18767,16,8.16,2,1,16
73873,9700,101818,14051,5396,4684,13.74,18767,15.75,7.85,2,1,8
73873,9700,101818,14051,5396,4684,13.74,18767,15.5,8.2,2,1,3
73873,9700,101818,14051,5396,4684,13.74,18767,15.25,8.08,2,1,5
73873,9700,101818,14051,5396,4684,13.74,18767,15,7.95,2,1,2
73873,9700,101818,14051,5396,4684,13.74,18767,14.75,8,2,1,3
73873,9700,101818,14051,5396,4684,13.74,18767,14.5,8.3,2,1,4
73873,9700,101818,14051,5396,4684,13.74,18767,14.25,8.42,2,1,2
73873,9700,101818,14051,5396,4684,13.74,18767,13.75,8.32,2,1,1
73873,9700,101818,14051,5396,4684,13.74,18767,12.75,8.72,2,1,1
19054,196,15486,1998,465,263,10.73,16669,25.5,4.18,4,4,3
19054,196,15486,1998,465,263,10.73,16669,25.25,4.18,4,4,1
19054,196,15486,1998,465,263,10.73,16669,25,4.4,4,4,2
19054,196,15486,1998,465,263,10.73,16669,24.5,4.56,4,4,2
19054,196,15486,1998,465,263,10.73,16669,23.75,4.7,4,4,1
19054,196,15486,1998,465,263,10.73,16669,23,5.14,4,4,2
19054,196,15486,1998,465,263,10.73,16669,22.75,5.4,4,4,2
19054,196,15486,1998,465,263,10.73,16669,22.25,6.02,4,4,1
19054,196,15486,1998,465,263,10.73,16669,20,7.52,4,4,1
19054,196,15486,1998,465,263,10.73,16669,17.75,8.25,4,4,1
19054,196,15486,1998,465,263,10.73,16669,17,8.32,4,4,1
19054,196,15486,1998,465,263,10.73,16669,16,8.16,4,4,1
19054,196,15486,1998,465,263,10.73,16669,15.25,8.08,4,4,1
19054,196,15486,1998,465,263,10.73,16669,13.75,8.32,4,4,1
19054,196,15486,1998,465,263,10.73,16669,13,8.22,4,4,1
21343,1134,31898,3987,1116,638,15.28,40249,26,4.21,2,1,12
21343,1134,31898,3987,1116,638,15.28,40249,25.75,4.26,2,1,9
21343,1134,31898,3987,1116,638,15.28,40249,25.5,4.18,2,1,6
21343,1134,31898,3987,1116,638,15.28,40249,25.25,4.18,2,1,9
21343,1134,31898,3987,1116,638,15.28,40249,25,4.4,2,1,9
21343,1134,31898,3987,1116,638,15.28,40249,24.75,4.45,2,1,7
21343,1134,31898,3987,1116,638,15.28,40249,24.5,4.56,2,1,5
21343,1134,31898,3987,1116,638,15.28,40249,24.25,4.6,2,1,2
21343,1134,31898,3987,1116,638,15.28,40249,24,4.59,2,1,8
21343,1134,31898,3987,1116,638,15.28,40249,23.75,4.7,2,1,2
21343,1134,31898,3987,1116,638,15.28,40249,23.5,4.8,2,1,4
21343,1134,31898,3987,1116,638,15.28,40249,23,5.14,2,1,6
21343,1134,31898,3987,1116,638,15.28,40249,22.75,5.4,2,1,6
21343,1134,31898,3987,1116,638,15.28,40249,22.5,5.67,2,1,5
21343,1134,31898,3987,1116,638,15.28,40249,22.25,6.02,2,1,2
21343,1134,31898,3987,1116,638,15.28,40249,22,6.2,2,1,1
21343,1134,31898,3987,1116,638,15.28,40249,21.75,6.32,2,1,1
21343,1134,31898,3987,1116,638,15.28,40249,21.5,6.48,2,1,3
21343,1134,31898,3987,1116,638,15.28,40249,21.25,6.48,2,1,2
21343,1134,31898,3987,1116,638,15.28,40249,21,6.56,2,1,1
21343,1134,31898,3987,1116,638,15.28,40249,20,7.52,2,1,2
21343,1134,31898,3987,1116,638,15.28,40249,19.5,8.08,2,1,3
21343,1134,31898,3987,1116,638,15.28,40249,19.25,8.06,2,1,3
21343,1134,31898,3987,1116,638,15.28,40249,19,8.19,2,1,2
21343,1134,31898,3987,1116,638,15.28,40249,18.75,8.17,2,1,1
21343,1134,31898,3987,1116,638,15.28,40249,18.5,8.22,2,1,1
21343,1134,31898,3987,1116,638,15.28,40249,18,8.15,2,1,1
21343,1134,31898,3987,1116,638,15.28,40249,17.5,8.22,2,1,1
21343,1134,31898,3987,1116,638,15.28,40249,17,8.32,2,1,1
21343,1134,31898,3987,1116,638,15.28,40249,16.75,8.2,2,1,1
21343,1134,31898,3987,1116,638,15.28,40249,16.5,7.9,2,1,1
21343,1134,31898,3987,1116,638,15.28,40249,16.25,8.02,2,1,1
21343,1134,31898,3987,1116,638,15.28,40249,15.75,7.85,2,1,2
21343,1134,31898,3987,1116,638,15.28,40249,15.25,8.08,2,1,1
21343,1134,31898,3987,1116,638,15.28,40249,15,7.95,2,1,1
21343,1134,31898,3987,1116,638,15.28,40249,14.5,8.3,2,1,1
21343,1134,31898,3987,1116,638,15.28,40249,14.25,8.42,2,1,1
21343,1134,31898,3987,1116,638,15.28,40249,14,7.73,2,1,2
18048,1039,19779,2670,1068,910,9.48,10878,26,4.21,2,5,38
18048,1039,19779,2670,1068,910,9.48,10878,25.75,4.26,2,5,5
18048,1039,19779,2670,1068,910,9.48,10878,25.5,4.18,2,5,2
18048,1039,19779,2670,1068,910,9.48,10878,25.25,4.18,2,5,3
18048,1039,19779,2670,1068,910,9.48,10878,25,4.4,2,5,1
18048,1039,19779,2670,1068,910,9.48,10878,24.5,4.56,2,5,5
18048,1039,19779,2670,1068,910,9.48,10878,24.25,4.6,2,5,1
18048,1039,19779,2670,1068,910,9.48,10878,24,4.59,2,5,5
18048,1039,19779,2670,1068,910,9.48,10878,23.75,4.7,2,5,3
18048,1039,19779,2670,1068,910,9.48,10878,23.5,4.8,2,5,1
18048,1039,19779,2670,1068,910,9.48,10878,22.25,6.02,2,5,5
18048,1039,19779,2670,1068,910,9.48,10878,21.75,6.32,2,5,2
18048,1039,19779,2670,1068,910,9.48,10878,21.5,6.48,2,5,3
18048,1039,19779,2670,1068,910,9.48,10878,21.25,6.48,2,5,2
18048,1039,19779,2670,1068,910,9.48,10878,21,6.56,2,5,5
18048,1039,19779,2670,1068,910,9.48,10878,20.75,6.8,2,5,8
18048,1039,19779,2670,1068,910,9.48,10878,20.5,7.01,2,5,1
18048,1039,19779,2670,1068,910,9.48,10878,20.25,7.41,2,5,3
18048,1039,19779,2670,1068,910,9.48,10878,20,7.52,2,5,3
18048,1039,19779,2670,1068,910,9.48,10878,19.75,7.73,2,5,2
18048,1039,19779,2670,1068,910,9.48,10878,19.5,8.08,2,5,1
18048,1039,19779,2670,1068,910,9.48,10878,19.25,8.06,2,5,6
18048,1039,19779,2670,1068,910,9.48,10878,18.75,8.17,2,5,2
18048,1039,19779,2670,1068,910,9.48,10878,18.5,8.22,2,5,1
18048,1039,19779,2670,1068,910,9.48,10878,18.25,8.14,2,5,1
18048,1039,19779,2670,1068,910,9.48,10878,18,8.15,2,5,2
18048,1039,19779,2670,1068,910,9.48,10878,17.5,8.22,2,5,7
18048,1039,19779,2670,1068,910,9.48,10878,17.25,8.25,2,5,1
18048,1039,19779,2670,1068,910,9.48,10878,17,8.32,2,5,2
18048,1039,19779,2670,1068,910,9.48,10878,16.75,8.2,2,5,1
18048,1039,19779,2670,1068,910,9.48,10878,16.5,7.9,2,5,6
45009,4217,48920,4794,1663,1468,8.54,8329,24.75,4.45,1,1,3
45009,4217,48920,4794,1663,1468,8.54,8329,24.5,4.56,1,1,2
45009,4217,48920,4794,1663,1468,8.54,8329,24.25,4.6,1,1,2
45009,4217,48920,4794,1663,1468,8.54,8329,24,4.59,1,1,1
45009,4217,48920,4794,1663,1468,8.54,8329,23.75,4.7,1,1,1
45009,4217,48920,4794,1663,1468,8.54,8329,23.5,4.8,1,1,1
60139,8210,98806,18872,10473,12647,15.28,40249,26,4.21,2,1,78
60139,8210,98806,18872,10473,12647,15.28,40249,25.75,4.26,2,1,106
60139,8210,98806,18872,10473,12647,15.28,40249,25.5,4.18,2,1,180
60139,8210,98806,18872,10473,12647,15.28,40249,25.25,4.18,2,1,220
60139,8210,98806,18872,10473,12647,15.28,40249,25,4.4,2,1,140
60139,8210,98806,18872,10473,12647,15.28,40249,24.75,4.45,2,1,77
60139,8210,98806,18872,10473,12647,15.28,40249,24.5,4.56,2,1,36
60139,8210,98806,18872,10473,12647,15.28,40249,24.25,4.6,2,1,30
60139,8210,98806,18872,10473,12647,15.28,40249,24,4.59,2,1,84
60139,8210,98806,18872,10473,12647,15.28,40249,23.75,4.7,2,1,49
60139,8210,98806,18872,10473,12647,15.28,40249,23.5,4.8,2,1,33
60139,8210,98806,18872,10473,12647,15.28,40249,23.25,4.93,2,1,19
60139,8210,98806,18872,10473,12647,15.28,40249,23,5.14,2,1,32
60139,8210,98806,18872,10473,12647,15.28,40249,22.75,5.4,2,1,17
60139,8210,98806,18872,10473,12647,15.28,40249,22.5,5.67,2,1,4
60139,8210,98806,18872,10473,12647,15.28,40249,22,6.2,2,1,1
60139,8210,98806,18872,10473,12647,15.28,40249,21.5,6.48,2,1,2
60139,8210,98806,18872,10473,12647,15.28,40249,21.25,6.48,2,1,4
60139,8210,98806,18872,10473,12647,15.28,40249,21,6.56,2,1,3
60139,8210,98806,18872,10473,12647,15.28,40249,20.75,6.8,2,1,2
60139,8210,98806,18872,10473,12647,15.28,40249,20.5,7.01,2,1,2
60139,8210,98806,18872,10473,12647,15.28,40249,20.25,7.41,2,1,7
60139,8210,98806,18872,10473,12647,15.28,40249,20,7.52,2,1,5
60139,8210,98806,18872,10473,12647,15.28,40249,19.75,7.73,2,1,4
60139,8210,98806,18872,10473,12647,15.28,40249,19.5,8.08,2,1,3
60139,8210,98806,18872,10473,12647,15.28,40249,19.25,8.06,2,1,1
60139,8210,98806,18872,10473,12647,15.28,40249,19,8.19,2,1,1
60139,8210,98806,18872,10473,12647,15.28,40249,18.75,8.17,2,1,6
60139,8210,98806,18872,10473,12647,15.28,40249,18.5,8.22,2,1,2
60139,8210,98806,18872,10473,12647,15.28,40249,18.25,8.14,2,1,6
60139,8210,98806,18872,10473,12647,15.28,40249,18,8.15,2,1,2
60139,8210,98806,18872,10473,12647,15.28,40249,17.75,8.25,2,1,3
60139,8210,98806,18872,10473,12647,15.28,40249,17.5,8.22,2,1,3
60139,8210,98806,18872,10473,12647,15.28,40249,17.25,8.25,2,1,3
60139,8210,98806,18872,10473,12647,15.28,40249,17,8.32,2,1,3
60139,8210,98806,18872,10473,12647,15.28,40249,16.75,8.2,2,1,3
60139,8210,98806,18872,10473,12647,15.28,40249,16.5,7.9,2,1,3
60139,8210,98806,18872,10473,12647,15.28,40249,16.25,8.02,2,1,5
60139,8210,98806,18872,10473,12647,15.28,40249,16,8.16,2,1,1
60139,8210,98806,18872,10473,12647,15.28,40249,15.75,7.85,2,1,1
60139,8210,98806,18872,10473,12647,15.28,40249,15.5,8.2,2,1,1
60139,8210,98806,18872,10473,12647,15.28,40249,14.75,8,2,1,2
60139,8210,98806,18872,10473,12647,15.28,40249,14.5,8.3,2,1,1
84641,3457,97790,9094,2445,2054,9.98,28711,24.75,4.45,1,1,1
84641,3457,97790,9094,2445,2054,9.98,28711,22,6.2,1,1,1
84641,3457,97790,9094,2445,2054,9.98,28711,21,6.56,1,1,2
14185,1050,17198,3010,1479,1101,15.42,74892,26,4.21,1,1,112
14185,1050,17198,3010,1479,1101,15.42,74892,25.75,4.26,1,1,92
14185,1050,17198,3010,1479,1101,15.42,74892,25.5,4.18,1,1,83
14185,1050,17198,3010,1479,1101,15.42,74892,25.25,4.18,1,1,56
14185,1050,17198,3010,1479,1101,15.42,74892,25,4.4,1,1,132
14185,1050,17198,3010,1479,1101,15.42,74892,24.75,4.45,1,1,72
14185,1050,17198,3010,1479,1101,15.42,74892,24.5,4.56,1,1,70
14185,1050,17198,3010,1479,1101,15.42,74892,24.25,4.6,1,1,42
14185,1050,17198,3010,1479,1101,15.42,74892,24,4.59,1,1,42
14185,1050,17198,3010,1479,1101,15.42,74892,23.75,4.7,1,1,22
14185,1050,17198,3010,1479,1101,15.42,74892,23.5,4.8,1,1,27
14185,1050,17198,3010,1479,1101,15.42,74892,23.25,4.93,1,1,22
14185,1050,17198,3010,1479,1101,15.42,74892,23,5.14,1,1,16
14185,1050,17198,3010,1479,1101,15.42,74892,22.75,5.4,1,1,12
14185,1050,17198,3010,1479,1101,15.42,74892,22.5,5.67,1,1,6
14185,1050,17198,3010,1479,1101,15.42,74892,22.25,6.02,1,1,9
14185,1050,17198,3010,1479,1101,15.42,74892,22,6.2,1,1,20
14185,1050,17198,3010,1479,1101,15.42,74892,21.75,6.32,1,1,29
14185,1050,17198,3010,1479,1101,15.42,74892,21.5,6.48,1,1,5
14185,1050,17198,3010,1479,1101,15.42,74892,21.25,6.48,1,1,12
14185,1050,17198,3010,1479,1101,15.42,74892,21,6.56,1,1,7
14185,1050,17198,3010,1479,1101,15.42,74892,20.75,6.8,1,1,1
14185,1050,17198,3010,1479,1101,15.42,74892,20.5,7.01,1,1,3
14185,1050,17198,3010,1479,1101,15.42,74892,20.25,7.41,1,1,7
14185,1050,17198,3010,1479,1101,15.42,74892,20,7.52,1,1,6
14185,1050,17198,3010,1479,1101,15.42,74892,19.75,7.73,1,1,5
14185,1050,17198,3010,1479,1101,15.42,74892,19.5,8.08,1,1,3
