"sfh_qty","th_qty","households","hhincome_100_below_150k","hhincome_150_below_200k","hhincome_above_200k","avg_rtl_price","net_summer_capacity_mw","year_since_1990","rounded_price_per_watt","interconn","net_metering","count"
6715,191,5087,575,173,117,9.53,15743,17,8.32,3,1,1
6786,132,8189,876,336,336,8.75,15916,25.25,4.18,1,1,2
6786,132,8189,876,336,336,8.75,15916,25,4.4,1,1,1
6786,132,8189,876,336,336,8.75,15916,24.75,4.45,1,1,1
6786,132,8189,876,336,336,8.75,15916,24.5,4.56,1,1,1
6786,132,8189,876,336,336,8.75,15916,24.25,4.6,1,1,2
6786,132,8189,876,336,336,8.75,15916,24,4.59,1,1,2
6786,132,8189,876,336,336,8.75,15916,23.75,4.7,1,1,1
6786,132,8189,876,336,336,8.75,15916,23.5,4.8,1,1,2
6786,132,8189,876,336,336,8.75,15916,23.25,4.93,1,1,3
6786,132,8189,876,336,336,8.75,15916,23,5.14,1,1,3
6786,132,8189,876,336,336,8.75,15916,22.75,5.4,1,1,5
6786,132,8189,876,336,336,8.75,15916,22.5,5.67,1,1,1
6786,132,8189,876,336,336,8.75,15916,22.25,6.02,1,1,1
6786,132,8189,876,336,336,8.75,15916,22,6.2,1,1,2
6786,132,8189,876,336,336,8.75,15916,21.75,6.32,1,1,1
6786,132,8189,876,336,336,8.75,15916,21.25,6.48,1,1,1
6786,132,8189,876,336,336,8.75,15916,20,7.52,1,1,1
6786,132,8189,876,336,336,8.75,15916,18.25,8.14,1,1,1
6786,132,8189,876,336,336,8.75,15916,11.5,9.98,1,1,2
76743,5519,97910,18211,6070,4406,8.54,8329,25.25,4.18,1,1,3
76743,5519,97910,18211,6070,4406,8.54,8329,25,4.4,1,1,3
76743,5519,97910,18211,6070,4406,8.54,8329,24.75,4.45,1,1,7
76743,5519,97910,18211,6070,4406,8.54,8329,24.5,4.56,1,1,4
76743,5519,97910,18211,6070,4406,8.54,8329,24.25,4.6,1,1,1
76743,5519,97910,18211,6070,4406,8.54,8329,23.75,4.7,1,1,4
63943,4832,89921,17714,6744,5215,15.28,40249,26,4.21,2,1,106
63943,4832,89921,17714,6744,5215,15.28,40249,25.75,4.26,2,1,145
63943,4832,89921,17714,6744,5215,15.28,40249,25.5,4.18,2,1,87
63943,4832,89921,17714,6744,5215,15.28,40249,25.25,4.18,2,1,130
63943,4832,89921,17714,6744,5215,15.28,40249,25,4.4,2,1,113
63943,4832,89921,17714,6744,5215,15.28,40249,24.75,4.45,2,1,25
63943,4832,89921,17714,6744,5215,15.28,40249,24.5,4.56,2,1,21
63943,4832,89921,17714,6744,5215,15.28,40249,24.25,4.6,2,1,7
63943,4832,89921,17714,6744,5215,15.28,40249,24,4.59,2,1,35
63943,4832,89921,17714,6744,5215,15.28,40249,23.75,4.7,2,1,24
63943,4832,89921,17714,6744,5215,15.28,40249,23.5,4.8,2,1,11
63943,4832,89921,17714,6744,5215,15.28,40249,23.25,4.93,2,1,3
63943,4832,89921,17714,6744,5215,15.28,40249,23,5.14,2,1,23
63943,4832,89921,17714,6744,5215,15.28,40249,22.75,5.4,2,1,16
63943,4832,89921,17714,6744,5215,15.28,40249,22.5,5.67,2,1,4
63943,4832,89921,17714,6744,5215,15.28,40249,22.25,6.02,2,1,1
63943,4832,89921,17714,6744,5215,15.28,40249,22,6.2,2,1,3
63943,4832,89921,17714,6744,5215,15.28,40249,21.5,6.48,2,1,3
63943,4832,89921,17714,6744,5215,15.28,40249,21.25,6.48,2,1,7
63943,4832,89921,17714,6744,5215,15.28,40249,21,6.56,2,1,2
63943,4832,89921,17714,6744,5215,15.28,40249,20.75,6.8,2,1,5
63943,4832,89921,17714,6744,5215,15.28,40249,20.5,7.01,2,1,9
63943,4832,89921,17714,6744,5215,15.28,40249,20.25,7.41,2,1,12
63943,4832,89921,17714,6744,5215,15.28,40249,20,7.52,2,1,13
63943,4832,89921,17714,6744,5215,15.28,40249,19.75,7.73,2,1,3
63943,4832,89921,17714,6744,5215,15.28,40249,19.5,8.08,2,1,5
63943,4832,89921,17714,6744,5215,15.28,40249,19.25,8.06,2,1,6
63943,4832,89921,17714,6744,5215,15.28,40249,19,8.19,2,1,6
63943,4832,89921,17714,6744,5215,15.28,40249,18.5,8.22,2,1,3
63943,4832,89921,17714,6744,5215,15.28,40249,18.25,8.14,2,1,4
63943,4832,89921,17714,6744,5215,15.28,40249,18,8.15,2,1,2
63943,4832,89921,17714,6744,5215,15.28,40249,17.75,8.25,2,1,6
63943,4832,89921,17714,6744,5215,15.28,40249,17.5,8.22,2,1,4
63943,4832,89921,17714,6744,5215,15.28,40249,17.25,8.25,2,1,1
63943,4832,89921,17714,6744,5215,15.28,40249,17,8.32,2,1,4
63943,4832,89921,17714,6744,5215,15.28,40249,16.75,8.2,2,1,1
63943,4832,89921,17714,6744,5215,15.28,40249,16.5,7.9,2,1,2
63943,4832,89921,17714,6744,5215,15.28,40249,16.25,8.02,2,1,1
63943,4832,89921,17714,6744,5215,15.28,40249,16,8.16,2,1,1
63943,4832,89921,17714,6744,5215,15.28,40249,15.75,7.85,2,1,3
63943,4832,89921,17714,6744,5215,15.28,40249,15.5,8.2,2,1,1
63943,4832,89921,17714,6744,5215,15.28,40249,14.75,8,2,1,1
63943,4832,89921,17714,6744,5215,15.28,40249,13.75,8.32,2,1,1
39922,2336,51034,4440,1174,1174,10.31,42344,24.25,4.6,2,1,2
39922,2336,51034,4440,1174,1174,10.31,42344,23.75,4.7,2,1,1
39922,2336,51034,4440,1174,1174,10.31,42344,23.5,4.8,2,1,1
39922,2336,51034,4440,1174,1174,10.31,42344,23.25,4.93,2,1,1
39922,2336,51034,4440,1174,1174,10.31,42344,23,5.14,2,1,1
39922,2336,51034,4440,1174,1174,10.31,42344,22.25,6.02,2,1,1
39922,2336,51034,4440,1174,1174,10.31,42344,22,6.2,2,1,1
39922,2336,51034,4440,1174,1174,10.31,42344,21.75,6.32,2,1,4
39922,2336,51034,4440,1174,1174,10.31,42344,21.5,6.48,2,1,3
39922,2336,51034,4440,1174,1174,10.31,42344,21.25,6.48,2,1,2
39922,2336,51034,4440,1174,1174,10.31,42344,21,6.56,2,1,2
39922,2336,51034,4440,1174,1174,10.31,42344,20.25,7.41,2,1,1
3433,36,3686,240,55,37,9.44,21764,23.75,4.7,5,2,1
3433,36,3686,240,55,37,9.44,21764,23.25,4.93,5,2,1
281883,45057,490196,78431,33824,41176,9.53,15743,17.75,8.25,3,1,1
281883,45057,490196,78431,33824,41176,9.53,15743,17.25,8.25,3,1,3
281883,45057,490196,78431,33824,41176,9.53,15743,17,8.32,3,1,1
281883,45057,490196,78431,33824,41176,9.53,15743,16,8.16,3,1,1
281883,45057,490196,78431,33824,41176,9.53,15743,15.25,8.08,3,1,1
281883,45057,490196,78431,33824,41176,9.53,15743,14.75,8,3,1,7
281883,45057,490196,78431,33824,41176,9.53,15743,14.5,8.3,3,1,1
281883,45057,490196,78431,33824,41176,9.53,15743,14,7.73,3,1,2
281883,45057,490196,78431,33824,41176,9.53,15743,13.75,8.32,3,1,4
281883,45057,490196,78431,33824,41176,9.53,15743,13.5,7.99,3,1,1
12624,155,13398,1568,442,201,9.53,15743,16.25,8.02,3,1,1
12624,155,13398,1568,442,201,9.53,15743,15.5,8.2,3,1,1
12624,155,13398,1568,442,201,9.53,15743,15.25,8.08,3,1,1
12624,155,13398,1568,442,201,9.53,15743,15,7.95,3,1,1
12624,155,13398,1568,442,201,9.53,15743,14.5,8.3,3,1,1
67929,5402,100640,12681,3724,3623,10.73,16669,26,4.21,4,4,3
67929,5402,100640,12681,3724,3623,10.73,16669,25.75,4.26,4,4,5
67929,5402,100640,12681,3724,3623,10.73,16669,25.5,4.18,4,4,3
67929,5402,100640,12681,3724,3623,10.73,16669,25,4.4,4,4,1
67929,5402,100640,12681,3724,3623,10.73,16669,24.75,4.45,4,4,2
67929,5402,100640,12681,3724,3623,10.73,16669,24.5,4.56,4,4,3
67929,5402,100640,12681,3724,3623,10.73,16669,24,4.59,4,4,3
67929,5402,100640,12681,3724,3623,10.73,16669,23.75,4.7,4,4,1
67929,5402,100640,12681,3724,3623,10.73,16669,23,5.14,4,4,2
67929,5402,100640,12681,3724,3623,10.73,16669,22.75,5.4,4,4,1
67929,5402,100640,12681,3724,3623,10.73,16669,22.25,6.02,4,4,1
67929,5402,100640,12681,3724,3623,10.73,16669,22,6.2,4,4,1
67929,5402,100640,12681,3724,3623,10.73,16669,20,7.52,4,4,3
67929,5402,100640,12681,3724,3623,10.73,16669,19.75,7.73,4,4,1
67929,5402,100640,12681,3724,3623,10.73,16669,19,8.19,4,4,1
67929,5402,100640,12681,3724,3623,10.73,16669,18.5,8.22,4,4,1
67929,5402,100640,12681,3724,3623,10.73,16669,18.25,8.14,4,4,1
67929,5402,100640,12681,3724,3623,10.73,16669,18,8.15,4,4,1
67929,5402,100640,12681,3724,3623,10.73,16669,17.75,8.25,4,4,1
67929,5402,100640,12681,3724,3623,10.73,16669,16.75,8.2,4,4,2
33229,1810,42910,4763,1244,858,9.98,28711,26,4.21,1,1,4
33229,1810,42910,4763,1244,858,9.98,28711,25.75,4.26,1,1,1
33229,1810,42910,4763,1244,858,9.98,28711,25.5,4.18,1,1,1
33229,1810,42910,4763,1244,858,9.98,28711,25.25,4.18,1,1,1
33229,1810,42910,4763,1244,858,9.98,28711,24.75,4.45,1,1,2
33229,1810,42910,4763,1244,858,9.98,28711,24.5,4.56,1,1,1
33229,1810,42910,4763,1244,858,9.98,28711,24,4.59,1,1,1
33229,1810,42910,4763,1244,858,9.98,28711,23.5,4.8,1,1,3
33229,1810,42910,4763,1244,858,9.98,28711,23,5.14,1,1,1
33229,1810,42910,4763,1244,858,9.98,28711,22.5,5.67,1,1,1
33229,1810,42910,4763,1244,858,9.98,28711,22.25,6.02,1,1,2
33229,1810,42910,4763,1244,858,9.98,28711,22,6.2,1,1,3
33229,1810,42910,4763,1244,858,9.98,28711,21.5,6.48,1,1,4
33229,1810,42910,4763,1244,858,9.98,28711,21.25,6.48,1,1,1
33229,1810,42910,4763,1244,858,9.98,28711,19.75,7.73,1,1,1
33229,1810,42910,4763,1244,858,9.98,28711,18.25,8.14,1,1,1
3021,57,3149,265,38,28,8.75,15916,24,4.59,1,1,1
3021,57,3149,265,38,28,8.75,15916,22.25,6.02,1,1,1
3021,57,3149,265,38,28,8.75,15916,21.25,6.48,1,1,1
3021,57,3149,265,38,28,8.75,15916,20.25,7.41,1,1,1
3021,57,3149,265,38,28,8.75,15916,20,7.52,1,1,2
3021,57,3149,265,38,28,8.75,15916,19.75,7.73,1,1,1
3021,57,3149,265,38,28,8.75,15916,18.75,8.17,1,1,1
3021,57,3149,265,38,28,8.75,15916,18,8.15,1,1,1
3021,57,3149,265,38,28,8.75,15916,17.25,8.25,1,1,1
3021,57,3149,265,38,28,8.75,15916,16.25,8.02,1,1,1
3021,57,3149,265,38,28,8.75,15916,13.75,8.32,1,1,1
3021,57,3149,265,38,28,8.75,15916,13.25,8.66,1,1,2
3021,57,3149,265,38,28,8.75,15916,12.5,9.16,1,1,1
3021,57,3149,265,38,28,8.75,15916,12,9.09,1,1,2
3021,57,3149,265,38,28,8.75,15916,11.75,8.85,1,1,1
3021,57,3149,265,38,28,8.75,15916,11.25,10.52,1,1,1
3021,57,3149,265,38,28,8.75,15916,10.5,10.03,1,1,1
3021,57,3149,265,38,28,8.75,15916,9.75,7.7,1,1,1
36685,3309,45906,4728,1239,918,10.31,42344,24,4.59,2,1,1
36685,3309,45906,4728,1239,918,10.31,42344,23.5,4.8,2,1,3
36685,3309,45906,4728,1239,918,10.31,42344,23.25,4.93,2,1,1
36685,3309,45906,4728,1239,918,10.31,42344,23,5.14,2,1,2
36685,3309,45906,4728,1239,918,10.31,42344,22.75,5.4,2,1,1
36685,3309,45906,4728,1239,918,10.31,42344,22.5,5.67,2,1,1
36685,3309,45906,4728,1239,918,10.31,42344,22.25,6.02,2,1,3
36685,3309,45906,4728,1239,918,10.31,42344,22,6.2,2,1,3
36685,3309,45906,4728,1239,918,10.31,42344,21.75,6.32,2,1,7
36685,3309,45906,4728,1239,918,10.31,42344,21.5,6.48,2,1,7
36685,3309,45906,4728,1239,918,10.31,42344,21.25,6.48,2,1,3
36685,3309,45906,4728,1239,918,10.31,42344,21,6.56,2,1,9
36685,3309,45906,4728,1239,918,10.31,42344,20.75,6.8,2,1,7
36685,3309,45906,4728,1239,918,10.31,42344,20.5,7.01,2,1,4
36685,3309,45906,4728,1239,918,10.31,42344,20.25,7.41,2,1,4
36685,3309,45906,4728,1239,918,10.31,42344,20,7.52,2,1,2
36685,3309,45906,4728,1239,918,10.31,42344,19.75,7.73,2,1,3
60056,45878,165784,31002,15584,11771,15.28,40249,26,4.21,2,1,200
60056,45878,165784,31002,15584,11771,15.28,40249,25.75,4.26,2,1,249
60056,45878,165784,31002,15584,11771,15.28,40249,25.5,4.18,2,1,316
60056,45878,165784,31002,15584,11771,15.28,40249,25.25,4.18,2,1,367
60056,45878,165784,31002,15584,11771,15.28,40249,25,4.4,2,1,460
60056,45878,165784,31002,15584,11771,15.28,40249,24.75,4.45,2,1,304
60056,45878,165784,31002,15584,11771,15.28,40249,24.5,4.56,2,1,255
60056,45878,165784,31002,15584,11771,15.28,40249,24.25,4.6,2,1,69
60056,45878,165784,31002,15584,11771,15.28,40249,24,4.59,2,1,105
60056,45878,165784,31002,15584,11771,15.28,40249,23.75,4.7,2,1,13
60056,45878,165784,31002,15584,11771,15.28,40249,23.5,4.8,2,1,2
60056,45878,165784,31002,15584,11771,15.28,40249,23.25,4.93,2,1,5
60056,45878,165784,31002,15584,11771,15.28,40249,23,5.14,2,1,24
60056,45878,165784,31002,15584,11771,15.28,40249,22.75,5.4,2,1,5
60056,45878,165784,31002,15584,11771,15.28,40249,22.5,5.67,2,1,4
60056,45878,165784,31002,15584,11771,15.28,40249,22.25,6.02,2,1,2
60056,45878,165784,31002,15584,11771,15.28,40249,22,6.2,2,1,2
60056,45878,165784,31002,15584,11771,15.28,40249,21.75,6.32,2,1,3
60056,45878,165784,31002,15584,11771,15.28,40249,21.25,6.48,2,1,10
60056,45878,165784,31002,15584,11771,15.28,40249,21,6.56,2,1,1
60056,45878,165784,31002,15584,11771,15.28,40249,20.75,6.8,2,1,1
60056,45878,165784,31002,15584,11771,15.28,40249,20.5,7.01,2,1,2
60056,45878,165784,31002,15584,11771,15.28,40249,20,7.52,2,1,2
60056,45878,165784,31002,15584,11771,15.28,40249,19.5,8.08,2,1,1
60056,45878,165784,31002,15584,11771,15.28,40249,19,8.19,2,1,1
60056,45878,165784,31002,15584,11771,15.28,40249,18,8.15,2,1,1
6120,337,5349,497,134,102,10.49,58636,20.5,7.01,4,2,1
6120,337,5349,497,134,102,10.49,58636,20,7.52,4,2,1
498017,26247,614325,82934,30102,20887,15.42,74892,26,4.21,1,1,2882
498017,26247,614325,82934,30102,20887,15.42,74892,25.75,4.26,1,1,2567
498017,26247,614325,82934,30102,20887,15.42,74892,25.5,4.18,1,1,2311
498017,26247,614325,82934,30102,20887,15.42,74892,25.25,4.18,1,1,2879
498017,26247,614325,82934,30102,20887,15.42,74892,25,4.4,1,1,1715
498017,26247,614325,82934,30102,20887,15.42,74892,24.75,4.45,1,1,1919
498017,26247,614325,82934,30102,20887,15.42,74892,24.5,4.56,1,1,2014
498017,26247,614325,82934,30102,20887,15.42,74892,24.25,4.6,1,1,1613
498017,26247,614325,82934,30102,20887,15.42,74892,24,4.59,1,1,1325
498017,26247,614325,82934,30102,20887,15.42,74892,23.75,4.7,1,1,936
498017,26247,614325,82934,30102,20887,15.42,74892,23.5,4.8,1,1,773
498017,26247,614325,82934,30102,20887,15.42,74892,23.25,4.93,1,1,709
498017,26247,614325,82934,30102,20887,15.42,74892,23,5.14,1,1,483
498017,26247,614325,82934,30102,20887,15.42,74892,22.75,5.4,1,1,544
498017,26247,614325,82934,30102,20887,15.42,74892,22.5,5.67,1,1,461
498017,26247,614325,82934,30102,20887,15.42,74892,22.25,6.02,1,1,521
498017,26247,614325,82934,30102,20887,15.42,74892,22,6.2,1,1,420
498017,26247,614325,82934,30102,20887,15.42,74892,21.75,6.32,1,1,290
498017,26247,614325,82934,30102,20887,15.42,74892,21.5,6.48,1,1,221
498017,26247,614325,82934,30102,20887,15.42,74892,21.25,6.48,1,1,196
498017,26247,614325,82934,30102,20887,15.42,74892,21,6.56,1,1,213
498017,26247,614325,82934,30102,20887,15.42,74892,20.75,6.8,1,1,202
498017,26247,614325,82934,30102,20887,15.42,74892,20.5,7.01,1,1,91
498017,26247,614325,82934,30102,20887,15.42,74892,20.25,7.41,1,1,151
498017,26247,614325,82934,30102,20887,15.42,74892,20,7.52,1,1,129
498017,26247,614325,82934,30102,20887,15.42,74892,19.75,7.73,1,1,103
498017,26247,614325,82934,30102,20887,15.42,74892,19.5,8.08,1,1,99
498017,26247,614325,82934,30102,20887,15.42,74892,19.25,8.06,1,1,79
498017,26247,614325,82934,30102,20887,15.42,74892,19,8.19,1,1,80
498017,26247,614325,82934,30102,20887,15.42,74892,18.75,8.17,1,1,56
498017,26247,614325,82934,30102,20887,15.42,74892,18.5,8.22,1,1,78
498017,26247,614325,82934,30102,20887,15.42,74892,18.25,8.14,1,1,48
498017,26247,614325,82934,30102,20887,15.42,74892,18,8.15,1,1,52
498017,26247,614325,82934,30102,20887,15.42,74892,17.75,8.25,1,1,19
498017,26247,614325,82934,30102,20887,15.42,74892,17.5,8.22,1,1,9
498017,26247,614325,82934,30102,20887,15.42,74892,17.25,8.25,1,1,1
20277,548,17334,2375,728,537,9.98,28711,24.5,4.56,1,1,1
20277,548,17334,2375,728,537,9.98,28711,20.25,7.41,1,1,1
20277,548,17334,2375,728,537,9.98,28711,15,7.95,1,1,1
114815,29884,167416,24778,8036,5022,10.31,42344,24.25,4.6,2,1,1
114815,29884,167416,24778,8036,5022,10.31,42344,24,4.59,2,1,6
114815,29884,167416,24778,8036,5022,10.31,42344,23.75,4.7,2,1,5
114815,29884,167416,24778,8036,5022,10.31,42344,23.5,4.8,2,1,8
114815,29884,167416,24778,8036,5022,10.31,42344,23.25,4.93,2,1,4
114815,29884,167416,24778,8036,5022,10.31,42344,23,5.14,2,1,4
114815,29884,167416,24778,8036,5022,10.31,42344,22.75,5.4,2,1,14
114815,29884,167416,24778,8036,5022,10.31,42344,22.5,5.67,2,1,14
114815,29884,167416,24778,8036,5022,10.31,42344,22.25,6.02,2,1,17
114815,29884,167416,24778,8036,5022,10.31,42344,22,6.2,2,1,22
114815,29884,167416,24778,8036,5022,10.31,42344,21.75,6.32,2,1,37
114815,29884,167416,24778,8036,5022,10.31,42344,21.5,6.48,2,1,33
114815,29884,167416,24778,8036,5022,10.31,42344,21.25,6.48,2,1,53
114815,29884,167416,24778,8036,5022,10.31,42344,21,6.56,2,1,90
114815,29884,167416,24778,8036,5022,10.31,42344,20.75,6.8,2,1,44
114815,29884,167416,24778,8036,5022,10.31,42344,20.5,7.01,2,1,37
114815,29884,167416,24778,8036,5022,10.31,42344,20.25,7.41,2,1,15
114815,29884,167416,24778,8036,5022,10.31,42344,20,7.52,2,1,14
114815,29884,167416,24778,8036,5022,10.31,42344,19.75,7.73,2,1,10
271011,30467,384646,70390,38080,47696,15.42,74892,26,4.21,1,1,1488
271011,30467,384646,70390,38080,47696,15.42,74892,25.75,4.26,1,1,1434
271011,30467,384646,70390,38080,47696,15.42,74892,25.5,4.18,1,1,1411
271011,30467,384646,70390,38080,47696,15.42,74892,25.25,4.18,1,1,1415
271011,30467,384646,70390,38080,47696,15.42,74892,25,4.4,1,1,1454
271011,30467,384646,70390,38080,47696,15.42,74892,24.75,4.45,1,1,1351
271011,30467,384646,70390,38080,47696,15.42,74892,24.5,4.56,1,1,1141
271011,30467,384646,70390,38080,47696,15.42,74892,24.25,4.6,1,1,960
271011,30467,384646,70390,38080,47696,15.42,74892,24,4.59,1,1,1279
271011,30467,384646,70390,38080,47696,15.42,74892,23.75,4.7,1,1,1112
271011,30467,384646,70390,38080,47696,15.42,74892,23.5,4.8,1,1,916
271011,30467,384646,70390,38080,47696,15.42,74892,23.25,4.93,1,1,742
271011,30467,384646,70390,38080,47696,15.42,74892,23,5.14,1,1,419
271011,30467,384646,70390,38080,47696,15.42,74892,22.75,5.4,1,1,342
271011,30467,384646,70390,38080,47696,15.42,74892,22.5,5.67,1,1,234
271011,30467,384646,70390,38080,47696,15.42,74892,22.25,6.02,1,1,291
271011,30467,384646,70390,38080,47696,15.42,74892,22,6.2,1,1,244
271011,30467,384646,70390,38080,47696,15.42,74892,21.75,6.32,1,1,240
271011,30467,384646,70390,38080,47696,15.42,74892,21.5,6.48,1,1,191
271011,30467,384646,70390,38080,47696,15.42,74892,21.25,6.48,1,1,221
271011,30467,384646,70390,38080,47696,15.42,74892,21,6.56,1,1,170
271011,30467,384646,70390,38080,47696,15.42,74892,20.75,6.8,1,1,170
271011,30467,384646,70390,38080,47696,15.42,74892,20.5,7.01,1,1,172
271011,30467,384646,70390,38080,47696,15.42,74892,20.25,7.41,1,1,175
271011,30467,384646,70390,38080,47696,15.42,74892,20,7.52,1,1,191
271011,30467,384646,70390,38080,47696,15.42,74892,19.75,7.73,1,1,200
271011,30467,384646,70390,38080,47696,15.42,74892,19.5,8.08,1,1,165
271011,30467,384646,70390,38080,47696,15.42,74892,19.25,8.06,1,1,184
271011,30467,384646,70390,38080,47696,15.42,74892,19,8.19,1,1,99
271011,30467,384646,70390,38080,47696,15.42,74892,18.75,8.17,1,1,145
271011,30467,384646,70390,38080,47696,15.42,74892,18.5,8.22,1,1,115
271011,30467,384646,70390,38080,47696,15.42,74892,18.25,8.14,1,1,126
271011,30467,384646,70390,38080,47696,15.42,74892,18,8.15,1,1,144
271011,30467,384646,70390,38080,47696,15.42,74892,17.75,8.25,1,1,87
271011,30467,384646,70390,38080,47696,15.42,74892,17.5,8.22,1,1,34
271011,30467,384646,70390,38080,47696,15.42,74892,17.25,8.25,1,1,11
271011,30467,384646,70390,38080,47696,15.42,74892,17,8.32,1,1,2
271011,30467,384646,70390,38080,47696,15.42,74892,16.75,8.2,1,1,2
271011,30467,384646,70390,38080,47696,15.42,74892,16.5,7.9,1,1,3
6907,69,7699,724,154,185,9.98,28711,24.5,4.56,1,1,1
6907,69,7699,724,154,185,9.98,28711,22,6.2,1,1,1
126613,15171,180093,36739,21251,32417,13.74,18767,26,4.21,2,1,70
126613,15171,180093,36739,21251,32417,13.74,18767,25.75,4.26,2,1,77
126613,15171,180093,36739,21251,32417,13.74,18767,25.5,4.18,2,1,89
126613,15171,180093,36739,21251,32417,13.74,18767,25.25,4.18,2,1,112
126613,15171,180093,36739,21251,32417,13.74,18767,25,4.4,2,1,89
126613,15171,180093,36739,21251,32417,13.74,18767,24.75,4.45,2,1,86
126613,15171,180093,36739,21251,32417,13.74,18767,24.5,4.56,2,1,31
126613,15171,180093,36739,21251,32417,13.74,18767,24.25,4.6,2,1,35
126613,15171,180093,36739,21251,32417,13.74,18767,24,4.59,2,1,44
126613,15171,180093,36739,21251,32417,13.74,18767,23.75,4.7,2,1,38
126613,15171,180093,36739,21251,32417,13.74,18767,23.5,4.8,2,1,65
126613,15171,180093,36739,21251,32417,13.74,18767,23.25,4.93,2,1,35
126613,15171,180093,36739,21251,32417,13.74,18767,23,5.14,2,1,38
126613,15171,180093,36739,21251,32417,13.74,18767,22.75,5.4,2,1,43
126613,15171,180093,36739,21251,32417,13.74,18767,22.5,5.67,2,1,30
126613,15171,180093,36739,21251,32417,13.74,18767,22.25,6.02,2,1,34
126613,15171,180093,36739,21251,32417,13.74,18767,22,6.2,2,1,44
126613,15171,180093,36739,21251,32417,13.74,18767,21.75,6.32,2,1,45
126613,15171,180093,36739,21251,32417,13.74,18767,21.5,6.48,2,1,17
126613,15171,180093,36739,21251,32417,13.74,18767,21.25,6.48,2,1,20
126613,15171,180093,36739,21251,32417,13.74,18767,21,6.56,2,1,43
126613,15171,180093,36739,21251,32417,13.74,18767,20.75,6.8,2,1,19
126613,15171,180093,36739,21251,32417,13.74,18767,20.5,7.01,2,1,13
126613,15171,180093,36739,21251,32417,13.74,18767,20.25,7.41,2,1,9
126613,15171,180093,36739,21251,32417,13.74,18767,20,7.52,2,1,12
126613,15171,180093,36739,21251,32417,13.74,18767,19.75,7.73,2,1,8
126613,15171,180093,36739,21251,32417,13.74,18767,19.5,8.08,2,1,9
126613,15171,180093,36739,21251,32417,13.74,18767,19.25,8.06,2,1,5
126613,15171,180093,36739,21251,32417,13.74,18767,19,8.19,2,1,2
126613,15171,180093,36739,21251,32417,13.74,18767,18.75,8.17,2,1,15
126613,15171,180093,36739,21251,32417,13.74,18767,18.5,8.22,2,1,14
126613,15171,180093,36739,21251,32417,13.74,18767,18.25,8.14,2,1,9
126613,15171,180093,36739,21251,32417,13.74,18767,18,8.15,2,1,13
126613,15171,180093,36739,21251,32417,13.74,18767,17.75,8.25,2,1,7
126613,15171,180093,36739,21251,32417,13.74,18767,17.5,8.22,2,1,14
126613,15171,180093,36739,21251,32417,13.74,18767,17.25,8.25,2,1,4
126613,15171,180093,36739,21251,32417,13.74,18767,17,8.32,2,1,12
126613,15171,180093,36739,21251,32417,13.74,18767,16.75,8.2,2,1,25
126613,15171,180093,36739,21251,32417,13.74,18767,16.5,7.9,2,1,16
126613,15171,180093,36739,21251,32417,13.74,18767,16.25,8.02,2,1,12
126613,15171,180093,36739,21251,32417,13.74,18767,16,8.16,2,1,14
126613,15171,180093,36739,21251,32417,13.74,18767,15.75,7.85,2,1,9
126613,15171,180093,36739,21251,32417,13.74,18767,15.5,8.2,2,1,8
126613,15171,180093,36739,21251,32417,13.74,18767,15.25,8.08,2,1,2
126613,15171,180093,36739,21251,32417,13.74,18767,15,7.95,2,1,2
126613,15171,180093,36739,21251,32417,13.74,18767,14.75,8,2,1,4
126613,15171,180093,36739,21251,32417,13.74,18767,14.5,8.3,2,1,2
126613,15171,180093,36739,21251,32417,13.74,18767,14.25,8.42,2,1,2
126613,15171,180093,36739,21251,32417,13.74,18767,14,7.73,2,1,1
126613,15171,180093,36739,21251,32417,13.74,18767,13.75,8.32,2,1,1
141330,8766,181425,34289,16147,15603,16.9,13236,26,4.21,1,1,473
141330,8766,181425,34289,16147,15603,16.9,13236,25.75,4.26,1,1,572
141330,8766,181425,34289,16147,15603,16.9,13236,25.5,4.18,1,1,511
141330,8766,181425,34289,16147,15603,16.9,13236,25.25,4.18,1,1,332
141330,8766,181425,34289,16147,15603,16.9,13236,25,4.4,1,1,362
141330,8766,181425,34289,16147,15603,16.9,13236,24.75,4.45,1,1,214
141330,8766,181425,34289,16147,15603,16.9,13236,24.5,4.56,1,1,131
141330,8766,181425,34289,16147,15603,16.9,13236,24.25,4.6,1,1,65
141330,8766,181425,34289,16147,15603,16.9,13236,24,4.59,1,1,63
141330,8766,181425,34289,16147,15603,16.9,13236,23.75,4.7,1,1,57
141330,8766,181425,34289,16147,15603,16.9,13236,23.5,4.8,1,1,46
141330,8766,181425,34289,16147,15603,16.9,13236,23.25,4.93,1,1,41
141330,8766,181425,34289,16147,15603,16.9,13236,23,5.14,1,1,39
141330,8766,181425,34289,16147,15603,16.9,13236,22.75,5.4,1,1,63
141330,8766,181425,34289,16147,15603,16.9,13236,22.5,5.67,1,1,37
141330,8766,181425,34289,16147,15603,16.9,13236,22.25,6.02,1,1,39
141330,8766,181425,34289,16147,15603,16.9,13236,22,6.2,1,1,28
141330,8766,181425,34289,16147,15603,16.9,13236,21.75,6.32,1,1,15
141330,8766,181425,34289,16147,15603,16.9,13236,21.5,6.48,1,1,14
141330,8766,181425,34289,16147,15603,16.9,13236,21.25,6.48,1,1,16
141330,8766,181425,34289,16147,15603,16.9,13236,21,6.56,1,1,10
