"sfh_qty","th_qty","households","hhincome_below_10k","hhincome_10_below_15k","hhincome_15_below_25k","hhincome_25_below_35k","hhincome_35_below_50k","hhincome_50_below_75k","hhincome_75_below_100k","hhincome_100_below_150k","hhincome_150_below_200k","hhincome_above_200k","avg_rtl_price","dem_share","year_since_1990","count"
16499,360,16957,950,967,2052,2120,2747,3781,2204,1475,407,271,10.73,0.44456532489368015033,25,1
16499,360,16957,950,967,2052,2120,2747,3781,2204,1475,407,271,10.73,0.44456532489368015033,24.5,1
16499,360,16957,950,967,2052,2120,2747,3781,2204,1475,407,271,10.73,0.44456532489368015033,22,1
16499,360,16957,950,967,2052,2120,2747,3781,2204,1475,407,271,10.73,0.44456532489368015033,19,2
14028,167,17477,1625,1084,2447,2167,2779,3163,1660,1835,367,332,8.7,0.28388613214938626273,22,1
69997,9251,103670,3628,3732,6635,6013,9538,13062,11507,17728,10574,21149,15.42,0.7397820437926797333,26,221
69997,9251,103670,3628,3732,6635,6013,9538,13062,11507,17728,10574,21149,15.42,0.7397820437926797333,25.75,173
69997,9251,103670,3628,3732,6635,6013,9538,13062,11507,17728,10574,21149,15.42,0.7397820437926797333,25.5,171
69997,9251,103670,3628,3732,6635,6013,9538,13062,11507,17728,10574,21149,15.42,0.7397820437926797333,25.25,189
69997,9251,103670,3628,3732,6635,6013,9538,13062,11507,17728,10574,21149,15.42,0.7397820437926797333,25,186
69997,9251,103670,3628,3732,6635,6013,9538,13062,11507,17728,10574,21149,15.42,0.7397820437926797333,24.75,159
69997,9251,103670,3628,3732,6635,6013,9538,13062,11507,17728,10574,21149,15.42,0.7397820437926797333,24.5,185
69997,9251,103670,3628,3732,6635,6013,9538,13062,11507,17728,10574,21149,15.42,0.7397820437926797333,24.25,175
69997,9251,103670,3628,3732,6635,6013,9538,13062,11507,17728,10574,21149,15.42,0.7397820437926797333,24,244
69997,9251,103670,3628,3732,6635,6013,9538,13062,11507,17728,10574,21149,15.42,0.7397820437926797333,23.75,163
69997,9251,103670,3628,3732,6635,6013,9538,13062,11507,17728,10574,21149,15.42,0.7397820437926797333,23.5,137
69997,9251,103670,3628,3732,6635,6013,9538,13062,11507,17728,10574,21149,15.42,0.7397820437926797333,23.25,115
69997,9251,103670,3628,3732,6635,6013,9538,13062,11507,17728,10574,21149,15.42,0.7397820437926797333,23,96
69997,9251,103670,3628,3732,6635,6013,9538,13062,11507,17728,10574,21149,15.42,0.7397820437926797333,22.75,74
69997,9251,103670,3628,3732,6635,6013,9538,13062,11507,17728,10574,21149,15.42,0.7397820437926797333,22.5,60
69997,9251,103670,3628,3732,6635,6013,9538,13062,11507,17728,10574,21149,15.42,0.7397820437926797333,22.25,57
69997,9251,103670,3628,3732,6635,6013,9538,13062,11507,17728,10574,21149,15.42,0.7397820437926797333,22,68
69997,9251,103670,3628,3732,6635,6013,9538,13062,11507,17728,10574,21149,15.42,0.7397820437926797333,21.75,65
69997,9251,103670,3628,3732,6635,6013,9538,13062,11507,17728,10574,21149,15.42,0.7397820437926797333,21.5,53
69997,9251,103670,3628,3732,6635,6013,9538,13062,11507,17728,10574,21149,15.42,0.7397820437926797333,21.25,65
69997,9251,103670,3628,3732,6635,6013,9538,13062,11507,17728,10574,21149,15.42,0.7397820437926797333,21,53
69997,9251,103670,3628,3732,6635,6013,9538,13062,11507,17728,10574,21149,15.42,0.7397820437926797333,20.75,45
69997,9251,103670,3628,3732,6635,6013,9538,13062,11507,17728,10574,21149,15.42,0.7397820437926797333,20.5,52
69997,9251,103670,3628,3732,6635,6013,9538,13062,11507,17728,10574,21149,15.42,0.7397820437926797333,20.25,51
69997,9251,103670,3628,3732,6635,6013,9538,13062,11507,17728,10574,21149,15.42,0.7397820437926797333,20,72
69997,9251,103670,3628,3732,6635,6013,9538,13062,11507,17728,10574,21149,15.42,0.7397820437926797333,19.75,52
69997,9251,103670,3628,3732,6635,6013,9538,13062,11507,17728,10574,21149,15.42,0.7397820437926797333,19.5,62
69997,9251,103670,3628,3732,6635,6013,9538,13062,11507,17728,10574,21149,15.42,0.7397820437926797333,19.25,76
69997,9251,103670,3628,3732,6635,6013,9538,13062,11507,17728,10574,21149,15.42,0.7397820437926797333,19,52
69997,9251,103670,3628,3732,6635,6013,9538,13062,11507,17728,10574,21149,15.42,0.7397820437926797333,18.75,93
69997,9251,103670,3628,3732,6635,6013,9538,13062,11507,17728,10574,21149,15.42,0.7397820437926797333,18.5,87
69997,9251,103670,3628,3732,6635,6013,9538,13062,11507,17728,10574,21149,15.42,0.7397820437926797333,18.25,64
69997,9251,103670,3628,3732,6635,6013,9538,13062,11507,17728,10574,21149,15.42,0.7397820437926797333,18,61
69997,9251,103670,3628,3732,6635,6013,9538,13062,11507,17728,10574,21149,15.42,0.7397820437926797333,17.75,51
69997,9251,103670,3628,3732,6635,6013,9538,13062,11507,17728,10574,21149,15.42,0.7397820437926797333,17.5,11
32770,1532,43798,3372,3066,6395,5650,7183,8409,5037,3153,832,701,8.75,0.34715258244670009376,25.25,2
32770,1532,43798,3372,3066,6395,5650,7183,8409,5037,3153,832,701,8.75,0.34715258244670009376,25,1
32770,1532,43798,3372,3066,6395,5650,7183,8409,5037,3153,832,701,8.75,0.34715258244670009376,24.5,1
32770,1532,43798,3372,3066,6395,5650,7183,8409,5037,3153,832,701,8.75,0.34715258244670009376,24,1
32770,1532,43798,3372,3066,6395,5650,7183,8409,5037,3153,832,701,8.75,0.34715258244670009376,23.5,2
32770,1532,43798,3372,3066,6395,5650,7183,8409,5037,3153,832,701,8.75,0.34715258244670009376,23,1
32770,1532,43798,3372,3066,6395,5650,7183,8409,5037,3153,832,701,8.75,0.34715258244670009376,22.5,2
32770,1532,43798,3372,3066,6395,5650,7183,8409,5037,3153,832,701,8.75,0.34715258244670009376,21.25,1
32770,1532,43798,3372,3066,6395,5650,7183,8409,5037,3153,832,701,8.75,0.34715258244670009376,20.5,1
32770,1532,43798,3372,3066,6395,5650,7183,8409,5037,3153,832,701,8.75,0.34715258244670009376,20.25,1
32770,1532,43798,3372,3066,6395,5650,7183,8409,5037,3153,832,701,8.75,0.34715258244670009376,20,1
32770,1532,43798,3372,3066,6395,5650,7183,8409,5037,3153,832,701,8.75,0.34715258244670009376,19,2
32770,1532,43798,3372,3066,6395,5650,7183,8409,5037,3153,832,701,8.75,0.34715258244670009376,13.5,1
32770,1532,43798,3372,3066,6395,5650,7183,8409,5037,3153,832,701,8.75,0.34715258244670009376,12,1
32770,1532,43798,3372,3066,6395,5650,7183,8409,5037,3153,832,701,8.75,0.34715258244670009376,10.25,1
43435,5995,58570,2694,2636,5857,6443,9488,12124,8317,7907,1933,1113,10.31,0.30110506034839654788,24.25,1
43435,5995,58570,2694,2636,5857,6443,9488,12124,8317,7907,1933,1113,10.31,0.30110506034839654788,24,3
43435,5995,58570,2694,2636,5857,6443,9488,12124,8317,7907,1933,1113,10.31,0.30110506034839654788,23.75,4
43435,5995,58570,2694,2636,5857,6443,9488,12124,8317,7907,1933,1113,10.31,0.30110506034839654788,23.5,3
43435,5995,58570,2694,2636,5857,6443,9488,12124,8317,7907,1933,1113,10.31,0.30110506034839654788,23.25,1
43435,5995,58570,2694,2636,5857,6443,9488,12124,8317,7907,1933,1113,10.31,0.30110506034839654788,23,4
43435,5995,58570,2694,2636,5857,6443,9488,12124,8317,7907,1933,1113,10.31,0.30110506034839654788,22.25,7
43435,5995,58570,2694,2636,5857,6443,9488,12124,8317,7907,1933,1113,10.31,0.30110506034839654788,22,7
43435,5995,58570,2694,2636,5857,6443,9488,12124,8317,7907,1933,1113,10.31,0.30110506034839654788,21.75,10
43435,5995,58570,2694,2636,5857,6443,9488,12124,8317,7907,1933,1113,10.31,0.30110506034839654788,21.5,12
43435,5995,58570,2694,2636,5857,6443,9488,12124,8317,7907,1933,1113,10.31,0.30110506034839654788,21.25,14
43435,5995,58570,2694,2636,5857,6443,9488,12124,8317,7907,1933,1113,10.31,0.30110506034839654788,21,13
43435,5995,58570,2694,2636,5857,6443,9488,12124,8317,7907,1933,1113,10.31,0.30110506034839654788,20.75,5
43435,5995,58570,2694,2636,5857,6443,9488,12124,8317,7907,1933,1113,10.31,0.30110506034839654788,20.5,10
43435,5995,58570,2694,2636,5857,6443,9488,12124,8317,7907,1933,1113,10.31,0.30110506034839654788,20.25,3
43435,5995,58570,2694,2636,5857,6443,9488,12124,8317,7907,1933,1113,10.31,0.30110506034839654788,20,4
19448,566,25139,1433,1760,3545,2916,3796,4852,3193,2514,679,453,15.42,0.38756745952428542874,26,137
19448,566,25139,1433,1760,3545,2916,3796,4852,3193,2514,679,453,15.42,0.38756745952428542874,25.75,149
19448,566,25139,1433,1760,3545,2916,3796,4852,3193,2514,679,453,15.42,0.38756745952428542874,25.5,156
19448,566,25139,1433,1760,3545,2916,3796,4852,3193,2514,679,453,15.42,0.38756745952428542874,25.25,111
19448,566,25139,1433,1760,3545,2916,3796,4852,3193,2514,679,453,15.42,0.38756745952428542874,25,127
19448,566,25139,1433,1760,3545,2916,3796,4852,3193,2514,679,453,15.42,0.38756745952428542874,24.75,110
19448,566,25139,1433,1760,3545,2916,3796,4852,3193,2514,679,453,15.42,0.38756745952428542874,24.5,59
19448,566,25139,1433,1760,3545,2916,3796,4852,3193,2514,679,453,15.42,0.38756745952428542874,24.25,51
19448,566,25139,1433,1760,3545,2916,3796,4852,3193,2514,679,453,15.42,0.38756745952428542874,24,73
19448,566,25139,1433,1760,3545,2916,3796,4852,3193,2514,679,453,15.42,0.38756745952428542874,23.75,45
19448,566,25139,1433,1760,3545,2916,3796,4852,3193,2514,679,453,15.42,0.38756745952428542874,23.5,33
19448,566,25139,1433,1760,3545,2916,3796,4852,3193,2514,679,453,15.42,0.38756745952428542874,23.25,29
19448,566,25139,1433,1760,3545,2916,3796,4852,3193,2514,679,453,15.42,0.38756745952428542874,23,17
19448,566,25139,1433,1760,3545,2916,3796,4852,3193,2514,679,453,15.42,0.38756745952428542874,22.75,20
19448,566,25139,1433,1760,3545,2916,3796,4852,3193,2514,679,453,15.42,0.38756745952428542874,22.5,12
19448,566,25139,1433,1760,3545,2916,3796,4852,3193,2514,679,453,15.42,0.38756745952428542874,22.25,16
19448,566,25139,1433,1760,3545,2916,3796,4852,3193,2514,679,453,15.42,0.38756745952428542874,22,16
19448,566,25139,1433,1760,3545,2916,3796,4852,3193,2514,679,453,15.42,0.38756745952428542874,21.75,20
19448,566,25139,1433,1760,3545,2916,3796,4852,3193,2514,679,453,15.42,0.38756745952428542874,21.5,18
19448,566,25139,1433,1760,3545,2916,3796,4852,3193,2514,679,453,15.42,0.38756745952428542874,21.25,23
19448,566,25139,1433,1760,3545,2916,3796,4852,3193,2514,679,453,15.42,0.38756745952428542874,21,11
19448,566,25139,1433,1760,3545,2916,3796,4852,3193,2514,679,453,15.42,0.38756745952428542874,20.75,12
19448,566,25139,1433,1760,3545,2916,3796,4852,3193,2514,679,453,15.42,0.38756745952428542874,20.5,17
19448,566,25139,1433,1760,3545,2916,3796,4852,3193,2514,679,453,15.42,0.38756745952428542874,20.25,11
19448,566,25139,1433,1760,3545,2916,3796,4852,3193,2514,679,453,15.42,0.38756745952428542874,20,8
19448,566,25139,1433,1760,3545,2916,3796,4852,3193,2514,679,453,15.42,0.38756745952428542874,19.75,3
19448,566,25139,1433,1760,3545,2916,3796,4852,3193,2514,679,453,15.42,0.38756745952428542874,19.5,7
19448,566,25139,1433,1760,3545,2916,3796,4852,3193,2514,679,453,15.42,0.38756745952428542874,19.25,9
19448,566,25139,1433,1760,3545,2916,3796,4852,3193,2514,679,453,15.42,0.38756745952428542874,19,8
19448,566,25139,1433,1760,3545,2916,3796,4852,3193,2514,679,453,15.42,0.38756745952428542874,18.75,3
19448,566,25139,1433,1760,3545,2916,3796,4852,3193,2514,679,453,15.42,0.38756745952428542874,18.5,8
19448,566,25139,1433,1760,3545,2916,3796,4852,3193,2514,679,453,15.42,0.38756745952428542874,18.25,4
19448,566,25139,1433,1760,3545,2916,3796,4852,3193,2514,679,453,15.42,0.38756745952428542874,18,9
19448,566,25139,1433,1760,3545,2916,3796,4852,3193,2514,679,453,15.42,0.38756745952428542874,17.75,5
19448,566,25139,1433,1760,3545,2916,3796,4852,3193,2514,679,453,15.42,0.38756745952428542874,17.5,2
19448,566,25139,1433,1760,3545,2916,3796,4852,3193,2514,679,453,15.42,0.38756745952428542874,11.75,1
25133,3034,34543,1105,829,2694,2453,4042,5700,5181,6494,2418,3592,10.73,0.34329164042112840817,26,1
25133,3034,34543,1105,829,2694,2453,4042,5700,5181,6494,2418,3592,10.73,0.34329164042112840817,25.75,2
25133,3034,34543,1105,829,2694,2453,4042,5700,5181,6494,2418,3592,10.73,0.34329164042112840817,25,1
25133,3034,34543,1105,829,2694,2453,4042,5700,5181,6494,2418,3592,10.73,0.34329164042112840817,24.5,2
25133,3034,34543,1105,829,2694,2453,4042,5700,5181,6494,2418,3592,10.73,0.34329164042112840817,24,1
25133,3034,34543,1105,829,2694,2453,4042,5700,5181,6494,2418,3592,10.73,0.34329164042112840817,23.75,1
25133,3034,34543,1105,829,2694,2453,4042,5700,5181,6494,2418,3592,10.73,0.34329164042112840817,23.5,2
25133,3034,34543,1105,829,2694,2453,4042,5700,5181,6494,2418,3592,10.73,0.34329164042112840817,23,1
25133,3034,34543,1105,829,2694,2453,4042,5700,5181,6494,2418,3592,10.73,0.34329164042112840817,22.75,1
25133,3034,34543,1105,829,2694,2453,4042,5700,5181,6494,2418,3592,10.73,0.34329164042112840817,20,2
25133,3034,34543,1105,829,2694,2453,4042,5700,5181,6494,2418,3592,10.73,0.34329164042112840817,19.75,1
25133,3034,34543,1105,829,2694,2453,4042,5700,5181,6494,2418,3592,10.73,0.34329164042112840817,19,1
25133,3034,34543,1105,829,2694,2453,4042,5700,5181,6494,2418,3592,10.73,0.34329164042112840817,18.25,1
25133,3034,34543,1105,829,2694,2453,4042,5700,5181,6494,2418,3592,10.73,0.34329164042112840817,13.75,1
122965,8032,212029,13358,14842,21627,18659,25868,35197,26928,32440,13358,9329,16.9,0.59474881556153862209,26,650
122965,8032,212029,13358,14842,21627,18659,25868,35197,26928,32440,13358,9329,16.9,0.59474881556153862209,25.75,692
122965,8032,212029,13358,14842,21627,18659,25868,35197,26928,32440,13358,9329,16.9,0.59474881556153862209,25.5,554
122965,8032,212029,13358,14842,21627,18659,25868,35197,26928,32440,13358,9329,16.9,0.59474881556153862209,25.25,337
122965,8032,212029,13358,14842,21627,18659,25868,35197,26928,32440,13358,9329,16.9,0.59474881556153862209,25,286
122965,8032,212029,13358,14842,21627,18659,25868,35197,26928,32440,13358,9329,16.9,0.59474881556153862209,24.75,200
122965,8032,212029,13358,14842,21627,18659,25868,35197,26928,32440,13358,9329,16.9,0.59474881556153862209,24.5,169
122965,8032,212029,13358,14842,21627,18659,25868,35197,26928,32440,13358,9329,16.9,0.59474881556153862209,24.25,83
122965,8032,212029,13358,14842,21627,18659,25868,35197,26928,32440,13358,9329,16.9,0.59474881556153862209,24,107
122965,8032,212029,13358,14842,21627,18659,25868,35197,26928,32440,13358,9329,16.9,0.59474881556153862209,23.75,74
122965,8032,212029,13358,14842,21627,18659,25868,35197,26928,32440,13358,9329,16.9,0.59474881556153862209,23.5,65
122965,8032,212029,13358,14842,21627,18659,25868,35197,26928,32440,13358,9329,16.9,0.59474881556153862209,23.25,51
122965,8032,212029,13358,14842,21627,18659,25868,35197,26928,32440,13358,9329,16.9,0.59474881556153862209,23,68
122965,8032,212029,13358,14842,21627,18659,25868,35197,26928,32440,13358,9329,16.9,0.59474881556153862209,22.75,118
122965,8032,212029,13358,14842,21627,18659,25868,35197,26928,32440,13358,9329,16.9,0.59474881556153862209,22.5,40
122965,8032,212029,13358,14842,21627,18659,25868,35197,26928,32440,13358,9329,16.9,0.59474881556153862209,22.25,35
122965,8032,212029,13358,14842,21627,18659,25868,35197,26928,32440,13358,9329,16.9,0.59474881556153862209,22,25
122965,8032,212029,13358,14842,21627,18659,25868,35197,26928,32440,13358,9329,16.9,0.59474881556153862209,21.75,7
122965,8032,212029,13358,14842,21627,18659,25868,35197,26928,32440,13358,9329,16.9,0.59474881556153862209,21.5,9
122965,8032,212029,13358,14842,21627,18659,25868,35197,26928,32440,13358,9329,16.9,0.59474881556153862209,21.25,11
122965,8032,212029,13358,14842,21627,18659,25868,35197,26928,32440,13358,9329,16.9,0.59474881556153862209,21,7
122965,8032,212029,13358,14842,21627,18659,25868,35197,26928,32440,13358,9329,16.9,0.59474881556153862209,20.75,7
122965,8032,212029,13358,14842,21627,18659,25868,35197,26928,32440,13358,9329,16.9,0.59474881556153862209,20.5,3
122965,8032,212029,13358,14842,21627,18659,25868,35197,26928,32440,13358,9329,16.9,0.59474881556153862209,20.25,10
122965,8032,212029,13358,14842,21627,18659,25868,35197,26928,32440,13358,9329,16.9,0.59474881556153862209,20,9
122965,8032,212029,13358,14842,21627,18659,25868,35197,26928,32440,13358,9329,16.9,0.59474881556153862209,19.75,5
122965,8032,212029,13358,14842,21627,18659,25868,35197,26928,32440,13358,9329,16.9,0.59474881556153862209,19.5,9
122965,8032,212029,13358,14842,21627,18659,25868,35197,26928,32440,13358,9329,16.9,0.59474881556153862209,19.25,10
122965,8032,212029,13358,14842,21627,18659,25868,35197,26928,32440,13358,9329,16.9,0.59474881556153862209,19,4
122965,8032,212029,13358,14842,21627,18659,25868,35197,26928,32440,13358,9329,16.9,0.59474881556153862209,18.75,6
122965,8032,212029,13358,14842,21627,18659,25868,35197,26928,32440,13358,9329,16.9,0.59474881556153862209,18.25,1
122965,8032,212029,13358,14842,21627,18659,25868,35197,26928,32440,13358,9329,16.9,0.59474881556153862209,17.75,1
122965,8032,212029,13358,14842,21627,18659,25868,35197,26928,32440,13358,9329,16.9,0.59474881556153862209,17.5,1
122965,8032,212029,13358,14842,21627,18659,25868,35197,26928,32440,13358,9329,16.9,0.59474881556153862209,17,4
122965,8032,212029,13358,14842,21627,18659,25868,35197,26928,32440,13358,9329,16.9,0.59474881556153862209,16.5,1
122965,8032,212029,13358,14842,21627,18659,25868,35197,26928,32440,13358,9329,16.9,0.59474881556153862209,15.75,1
122965,8032,212029,13358,14842,21627,18659,25868,35197,26928,32440,13358,9329,16.9,0.59474881556153862209,15,3
122965,8032,212029,13358,14842,21627,18659,25868,35197,26928,32440,13358,9329,16.9,0.59474881556153862209,14.75,1
31283,2273,37945,1859,1518,3187,3339,4971,8120,6261,5274,2277,1100,9.44,0.34845542084926297712,26,2
31283,2273,37945,1859,1518,3187,3339,4971,8120,6261,5274,2277,1100,9.44,0.34845542084926297712,25.75,5
31283,2273,37945,1859,1518,3187,3339,4971,8120,6261,5274,2277,1100,9.44,0.34845542084926297712,25.5,4
31283,2273,37945,1859,1518,3187,3339,4971,8120,6261,5274,2277,1100,9.44,0.34845542084926297712,25.25,5
31283,2273,37945,1859,1518,3187,3339,4971,8120,6261,5274,2277,1100,9.44,0.34845542084926297712,24.75,1
31283,2273,37945,1859,1518,3187,3339,4971,8120,6261,5274,2277,1100,9.44,0.34845542084926297712,24.5,4
31283,2273,37945,1859,1518,3187,3339,4971,8120,6261,5274,2277,1100,9.44,0.34845542084926297712,24.25,2
31283,2273,37945,1859,1518,3187,3339,4971,8120,6261,5274,2277,1100,9.44,0.34845542084926297712,23.75,4
31283,2273,37945,1859,1518,3187,3339,4971,8120,6261,5274,2277,1100,9.44,0.34845542084926297712,23.5,2
31283,2273,37945,1859,1518,3187,3339,4971,8120,6261,5274,2277,1100,9.44,0.34845542084926297712,23.25,6
31283,2273,37945,1859,1518,3187,3339,4971,8120,6261,5274,2277,1100,9.44,0.34845542084926297712,23,3
31283,2273,37945,1859,1518,3187,3339,4971,8120,6261,5274,2277,1100,9.44,0.34845542084926297712,22.75,3
31283,2273,37945,1859,1518,3187,3339,4971,8120,6261,5274,2277,1100,9.44,0.34845542084926297712,22.25,1
31283,2273,37945,1859,1518,3187,3339,4971,8120,6261,5274,2277,1100,9.44,0.34845542084926297712,22,1
31283,2273,37945,1859,1518,3187,3339,4971,8120,6261,5274,2277,1100,9.44,0.34845542084926297712,21.75,1
31283,2273,37945,1859,1518,3187,3339,4971,8120,6261,5274,2277,1100,9.44,0.34845542084926297712,21,1
31283,2273,37945,1859,1518,3187,3339,4971,8120,6261,5274,2277,1100,9.44,0.34845542084926297712,20.75,1
31283,2273,37945,1859,1518,3187,3339,4971,8120,6261,5274,2277,1100,9.44,0.34845542084926297712,20.5,1
31283,2273,37945,1859,1518,3187,3339,4971,8120,6261,5274,2277,1100,9.44,0.34845542084926297712,20.25,1
114861,9524,154991,4650,4340,10229,11779,17669,26968,23714,30998,12399,12089,10.73,0.32195002571717741534,26,4
114861,9524,154991,4650,4340,10229,11779,17669,26968,23714,30998,12399,12089,10.73,0.32195002571717741534,25.75,3
114861,9524,154991,4650,4340,10229,11779,17669,26968,23714,30998,12399,12089,10.73,0.32195002571717741534,25.5,1
114861,9524,154991,4650,4340,10229,11779,17669,26968,23714,30998,12399,12089,10.73,0.32195002571717741534,25.25,1
114861,9524,154991,4650,4340,10229,11779,17669,26968,23714,30998,12399,12089,10.73,0.32195002571717741534,25,1
114861,9524,154991,4650,4340,10229,11779,17669,26968,23714,30998,12399,12089,10.73,0.32195002571717741534,24.75,7
114861,9524,154991,4650,4340,10229,11779,17669,26968,23714,30998,12399,12089,10.73,0.32195002571717741534,24.5,2
114861,9524,154991,4650,4340,10229,11779,17669,26968,23714,30998,12399,12089,10.73,0.32195002571717741534,24.25,2
114861,9524,154991,4650,4340,10229,11779,17669,26968,23714,30998,12399,12089,10.73,0.32195002571717741534,24,1
114861,9524,154991,4650,4340,10229,11779,17669,26968,23714,30998,12399,12089,10.73,0.32195002571717741534,23.75,4
114861,9524,154991,4650,4340,10229,11779,17669,26968,23714,30998,12399,12089,10.73,0.32195002571717741534,23,6
114861,9524,154991,4650,4340,10229,11779,17669,26968,23714,30998,12399,12089,10.73,0.32195002571717741534,22.25,2
114861,9524,154991,4650,4340,10229,11779,17669,26968,23714,30998,12399,12089,10.73,0.32195002571717741534,22,6
114861,9524,154991,4650,4340,10229,11779,17669,26968,23714,30998,12399,12089,10.73,0.32195002571717741534,20,2
114861,9524,154991,4650,4340,10229,11779,17669,26968,23714,30998,12399,12089,10.73,0.32195002571717741534,19.75,3
114861,9524,154991,4650,4340,10229,11779,17669,26968,23714,30998,12399,12089,10.73,0.32195002571717741534,19.5,1
114861,9524,154991,4650,4340,10229,11779,17669,26968,23714,30998,12399,12089,10.73,0.32195002571717741534,19.25,1
114861,9524,154991,4650,4340,10229,11779,17669,26968,23714,30998,12399,12089,10.73,0.32195002571717741534,19,2
114861,9524,154991,4650,4340,10229,11779,17669,26968,23714,30998,12399,12089,10.73,0.32195002571717741534,18.75,2
114861,9524,154991,4650,4340,10229,11779,17669,26968,23714,30998,12399,12089,10.73,0.32195002571717741534,18.5,1
114861,9524,154991,4650,4340,10229,11779,17669,26968,23714,30998,12399,12089,10.73,0.32195002571717741534,18,1
114861,9524,154991,4650,4340,10229,11779,17669,26968,23714,30998,12399,12089,10.73,0.32195002571717741534,17.75,1
114861,9524,154991,4650,4340,10229,11779,17669,26968,23714,30998,12399,12089,10.73,0.32195002571717741534,17.5,2
114861,9524,154991,4650,4340,10229,11779,17669,26968,23714,30998,12399,12089,10.73,0.32195002571717741534,17,3
114861,9524,154991,4650,4340,10229,11779,17669,26968,23714,30998,12399,12089,10.73,0.32195002571717741534,16.5,1
114861,9524,154991,4650,4340,10229,11779,17669,26968,23714,30998,12399,12089,10.73,0.32195002571717741534,16.25,1
114861,9524,154991,4650,4340,10229,11779,17669,26968,23714,30998,12399,12089,10.73,0.32195002571717741534,14.75,1
114861,9524,154991,4650,4340,10229,11779,17669,26968,23714,30998,12399,12089,10.73,0.32195002571717741534,13.5,1
114861,9524,154991,4650,4340,10229,11779,17669,26968,23714,30998,12399,12089,10.73,0.32195002571717741534,13,1
24703,550,32510,1983,1626,3641,3609,4779,5852,3966,4714,1268,1073,8.7,0.3050959170222360981,24.5,1
14223,230,15919,716,653,2022,1656,2404,3439,2436,1878,414,302,9.98,0.21780634185529984405,23,1
15545,164,17753,1225,1189,2574,1935,2592,3231,2077,1829,639,462,8.7,0.24011436586286885688,23.25,1
15545,164,17753,1225,1189,2574,1935,2592,3231,2077,1829,639,462,8.7,0.24011436586286885688,23,1
15545,164,17753,1225,1189,2574,1935,2592,3231,2077,1829,639,462,8.7,0.24011436586286885688,22,1
15545,164,17753,1225,1189,2574,1935,2592,3231,2077,1829,639,462,8.7,0.24011436586286885688,21,1
1739,32,2433,282,129,292,299,404,389,319,234,44,36,10.49,0.70066991473812423873,19.75,1
19854,337,23548,2355,1743,3179,2920,3038,4451,3108,2025,542,235,9.98,0.41398701092982734041,23,1
19854,337,23548,2355,1743,3179,2920,3038,4451,3108,2025,542,235,9.98,0.41398701092982734041,22.75,1
10398,348,10562,1025,845,1183,1658,1574,1690,1025,1077,201,296,8.7,0.19389394750937332619,22.5,1
79021,5003,106495,5325,4047,8946,8733,12353,19595,15016,17891,8839,5857,17.77,0.40085757126697824505,26,195
79021,5003,106495,5325,4047,8946,8733,12353,19595,15016,17891,8839,5857,17.77,0.40085757126697824505,25.75,188
79021,5003,106495,5325,4047,8946,8733,12353,19595,15016,17891,8839,5857,17.77,0.40085757126697824505,25.5,143
79021,5003,106495,5325,4047,8946,8733,12353,19595,15016,17891,8839,5857,17.77,0.40085757126697824505,25.25,105
79021,5003,106495,5325,4047,8946,8733,12353,19595,15016,17891,8839,5857,17.77,0.40085757126697824505,25,109
79021,5003,106495,5325,4047,8946,8733,12353,19595,15016,17891,8839,5857,17.77,0.40085757126697824505,24.75,69
79021,5003,106495,5325,4047,8946,8733,12353,19595,15016,17891,8839,5857,17.77,0.40085757126697824505,24.5,63
79021,5003,106495,5325,4047,8946,8733,12353,19595,15016,17891,8839,5857,17.77,0.40085757126697824505,24.25,28
79021,5003,106495,5325,4047,8946,8733,12353,19595,15016,17891,8839,5857,17.77,0.40085757126697824505,24,26
79021,5003,106495,5325,4047,8946,8733,12353,19595,15016,17891,8839,5857,17.77,0.40085757126697824505,23.75,10
79021,5003,106495,5325,4047,8946,8733,12353,19595,15016,17891,8839,5857,17.77,0.40085757126697824505,23.5,13
79021,5003,106495,5325,4047,8946,8733,12353,19595,15016,17891,8839,5857,17.77,0.40085757126697824505,23.25,15
79021,5003,106495,5325,4047,8946,8733,12353,19595,15016,17891,8839,5857,17.77,0.40085757126697824505,23,25
79021,5003,106495,5325,4047,8946,8733,12353,19595,15016,17891,8839,5857,17.77,0.40085757126697824505,22.75,24
79021,5003,106495,5325,4047,8946,8733,12353,19595,15016,17891,8839,5857,17.77,0.40085757126697824505,22.5,6
79021,5003,106495,5325,4047,8946,8733,12353,19595,15016,17891,8839,5857,17.77,0.40085757126697824505,22.25,14
79021,5003,106495,5325,4047,8946,8733,12353,19595,15016,17891,8839,5857,17.77,0.40085757126697824505,22,11
79021,5003,106495,5325,4047,8946,8733,12353,19595,15016,17891,8839,5857,17.77,0.40085757126697824505,21.75,6
79021,5003,106495,5325,4047,8946,8733,12353,19595,15016,17891,8839,5857,17.77,0.40085757126697824505,21.5,19
79021,5003,106495,5325,4047,8946,8733,12353,19595,15016,17891,8839,5857,17.77,0.40085757126697824505,21.25,18
79021,5003,106495,5325,4047,8946,8733,12353,19595,15016,17891,8839,5857,17.77,0.40085757126697824505,21,13
79021,5003,106495,5325,4047,8946,8733,12353,19595,15016,17891,8839,5857,17.77,0.40085757126697824505,20.75,4
79021,5003,106495,5325,4047,8946,8733,12353,19595,15016,17891,8839,5857,17.77,0.40085757126697824505,20.5,15
