"sfh_qty","th_qty","households","hhincome_below_10k","hhincome_10_below_15k","hhincome_15_below_25k","hhincome_25_below_35k","hhincome_35_below_50k","hhincome_50_below_75k","hhincome_75_below_100k","hhincome_100_below_150k","hhincome_150_below_200k","hhincome_above_200k","avg_rtl_price","dem_share","year_since_1990","count"
20234,863,25331,1317,1267,2888,3090,3825,5294,3698,2685,760,507,10.73,0.58802462930384518723,24,1
20234,863,25331,1317,1267,2888,3090,3825,5294,3698,2685,760,507,10.73,0.58802462930384518723,23.75,2
20234,863,25331,1317,1267,2888,3090,3825,5294,3698,2685,760,507,10.73,0.58802462930384518723,23,2
20234,863,25331,1317,1267,2888,3090,3825,5294,3698,2685,760,507,10.73,0.58802462930384518723,22.25,3
20234,863,25331,1317,1267,2888,3090,3825,5294,3698,2685,760,507,10.73,0.58802462930384518723,20,4
20234,863,25331,1317,1267,2888,3090,3825,5294,3698,2685,760,507,10.73,0.58802462930384518723,19.5,2
20234,863,25331,1317,1267,2888,3090,3825,5294,3698,2685,760,507,10.73,0.58802462930384518723,19.25,2
20234,863,25331,1317,1267,2888,3090,3825,5294,3698,2685,760,507,10.73,0.58802462930384518723,19,2
20234,863,25331,1317,1267,2888,3090,3825,5294,3698,2685,760,507,10.73,0.58802462930384518723,18.5,3
20234,863,25331,1317,1267,2888,3090,3825,5294,3698,2685,760,507,10.73,0.58802462930384518723,18,1
20234,863,25331,1317,1267,2888,3090,3825,5294,3698,2685,760,507,10.73,0.58802462930384518723,17.75,1
20234,863,25331,1317,1267,2888,3090,3825,5294,3698,2685,760,507,10.73,0.58802462930384518723,17.5,2
20234,863,25331,1317,1267,2888,3090,3825,5294,3698,2685,760,507,10.73,0.58802462930384518723,16.75,1
20234,863,25331,1317,1267,2888,3090,3825,5294,3698,2685,760,507,10.73,0.58802462930384518723,16.5,1
20234,863,25331,1317,1267,2888,3090,3825,5294,3698,2685,760,507,10.73,0.58802462930384518723,16.25,1
6179,26,6567,486,414,965,952,1031,1307,624,604,138,53,9.44,0.35264380379833310562,24.75,1
6179,26,6567,486,414,965,952,1031,1307,624,604,138,53,9.44,0.35264380379833310562,24.5,1
6179,26,6567,486,414,965,952,1031,1307,624,604,138,53,9.44,0.35264380379833310562,24.25,5
6179,26,6567,486,414,965,952,1031,1307,624,604,138,53,9.44,0.35264380379833310562,24,3
6179,26,6567,486,414,965,952,1031,1307,624,604,138,53,9.44,0.35264380379833310562,23.75,2
6179,26,6567,486,414,965,952,1031,1307,624,604,138,53,9.44,0.35264380379833310562,23,1
6179,26,6567,486,414,965,952,1031,1307,624,604,138,53,9.44,0.35264380379833310562,21.25,1
652,1,804,99,63,105,108,92,142,87,49,34,25,8.75,0.31108930323846908734,21.5,1
24134,5707,25751,1313,1442,3013,2781,4326,5459,3631,2755,644,361,10.31,0.45559590623968306372,24,3
24134,5707,25751,1313,1442,3013,2781,4326,5459,3631,2755,644,361,10.31,0.45559590623968306372,23.5,3
24134,5707,25751,1313,1442,3013,2781,4326,5459,3631,2755,644,361,10.31,0.45559590623968306372,22.5,1
24134,5707,25751,1313,1442,3013,2781,4326,5459,3631,2755,644,361,10.31,0.45559590623968306372,22.25,2
24134,5707,25751,1313,1442,3013,2781,4326,5459,3631,2755,644,361,10.31,0.45559590623968306372,22,8
24134,5707,25751,1313,1442,3013,2781,4326,5459,3631,2755,644,361,10.31,0.45559590623968306372,21.75,7
24134,5707,25751,1313,1442,3013,2781,4326,5459,3631,2755,644,361,10.31,0.45559590623968306372,21.5,3
24134,5707,25751,1313,1442,3013,2781,4326,5459,3631,2755,644,361,10.31,0.45559590623968306372,21.25,10
24134,5707,25751,1313,1442,3013,2781,4326,5459,3631,2755,644,361,10.31,0.45559590623968306372,21,2
24134,5707,25751,1313,1442,3013,2781,4326,5459,3631,2755,644,361,10.31,0.45559590623968306372,20.75,2
24134,5707,25751,1313,1442,3013,2781,4326,5459,3631,2755,644,361,10.31,0.45559590623968306372,20.5,3
24134,5707,25751,1313,1442,3013,2781,4326,5459,3631,2755,644,361,10.31,0.45559590623968306372,20.25,3
24134,5707,25751,1313,1442,3013,2781,4326,5459,3631,2755,644,361,10.31,0.45559590623968306372,20,2
11365,65,14975,1093,704,1602,1348,1797,2800,2261,1977,824,599,8.7,0.29847002758966641585,25.75,3
11365,65,14975,1093,704,1602,1348,1797,2800,2261,1977,824,599,8.7,0.29847002758966641585,25.5,1
11365,65,14975,1093,704,1602,1348,1797,2800,2261,1977,824,599,8.7,0.29847002758966641585,25.25,3
11365,65,14975,1093,704,1602,1348,1797,2800,2261,1977,824,599,8.7,0.29847002758966641585,25,3
11365,65,14975,1093,704,1602,1348,1797,2800,2261,1977,824,599,8.7,0.29847002758966641585,24.75,1
11365,65,14975,1093,704,1602,1348,1797,2800,2261,1977,824,599,8.7,0.29847002758966641585,24.25,2
11365,65,14975,1093,704,1602,1348,1797,2800,2261,1977,824,599,8.7,0.29847002758966641585,24,1
11365,65,14975,1093,704,1602,1348,1797,2800,2261,1977,824,599,8.7,0.29847002758966641585,23.25,1
11365,65,14975,1093,704,1602,1348,1797,2800,2261,1977,824,599,8.7,0.29847002758966641585,22.75,1
11365,65,14975,1093,704,1602,1348,1797,2800,2261,1977,824,599,8.7,0.29847002758966641585,22.5,1
11365,65,14975,1093,704,1602,1348,1797,2800,2261,1977,824,599,8.7,0.29847002758966641585,21.75,1
11365,65,14975,1093,704,1602,1348,1797,2800,2261,1977,824,599,8.7,0.29847002758966641585,20.5,1
48785,2369,68939,3723,3309,7997,7583,10203,14891,9169,8135,2068,1930,10.73,0.51129326457540477853,26,1
48785,2369,68939,3723,3309,7997,7583,10203,14891,9169,8135,2068,1930,10.73,0.51129326457540477853,25.5,2
48785,2369,68939,3723,3309,7997,7583,10203,14891,9169,8135,2068,1930,10.73,0.51129326457540477853,25.25,1
48785,2369,68939,3723,3309,7997,7583,10203,14891,9169,8135,2068,1930,10.73,0.51129326457540477853,25,1
48785,2369,68939,3723,3309,7997,7583,10203,14891,9169,8135,2068,1930,10.73,0.51129326457540477853,24,1
48785,2369,68939,3723,3309,7997,7583,10203,14891,9169,8135,2068,1930,10.73,0.51129326457540477853,23.75,1
48785,2369,68939,3723,3309,7997,7583,10203,14891,9169,8135,2068,1930,10.73,0.51129326457540477853,23.5,1
48785,2369,68939,3723,3309,7997,7583,10203,14891,9169,8135,2068,1930,10.73,0.51129326457540477853,23,5
48785,2369,68939,3723,3309,7997,7583,10203,14891,9169,8135,2068,1930,10.73,0.51129326457540477853,22.75,1
48785,2369,68939,3723,3309,7997,7583,10203,14891,9169,8135,2068,1930,10.73,0.51129326457540477853,22.25,2
48785,2369,68939,3723,3309,7997,7583,10203,14891,9169,8135,2068,1930,10.73,0.51129326457540477853,20,1
48785,2369,68939,3723,3309,7997,7583,10203,14891,9169,8135,2068,1930,10.73,0.51129326457540477853,19.5,1
48785,2369,68939,3723,3309,7997,7583,10203,14891,9169,8135,2068,1930,10.73,0.51129326457540477853,19,1
48785,2369,68939,3723,3309,7997,7583,10203,14891,9169,8135,2068,1930,10.73,0.51129326457540477853,17.5,1
48785,2369,68939,3723,3309,7997,7583,10203,14891,9169,8135,2068,1930,10.73,0.51129326457540477853,13.25,1
107594,4350,132287,9922,8863,20372,18388,22621,25928,12303,9525,2249,2117,10.49,0.57654553567002131773,20.5,16
107594,4350,132287,9922,8863,20372,18388,22621,25928,12303,9525,2249,2117,10.49,0.57654553567002131773,20.25,6
107594,4350,132287,9922,8863,20372,18388,22621,25928,12303,9525,2249,2117,10.49,0.57654553567002131773,20,12
107594,4350,132287,9922,8863,20372,18388,22621,25928,12303,9525,2249,2117,10.49,0.57654553567002131773,19.75,1
107594,4350,132287,9922,8863,20372,18388,22621,25928,12303,9525,2249,2117,10.49,0.57654553567002131773,19.5,3
68176,3848,87676,3069,3419,7189,8154,12713,17711,13327,14467,4647,2981,9.44,0.44801592945526952069,26,2
68176,3848,87676,3069,3419,7189,8154,12713,17711,13327,14467,4647,2981,9.44,0.44801592945526952069,25.5,5
68176,3848,87676,3069,3419,7189,8154,12713,17711,13327,14467,4647,2981,9.44,0.44801592945526952069,25.25,3
68176,3848,87676,3069,3419,7189,8154,12713,17711,13327,14467,4647,2981,9.44,0.44801592945526952069,25,2
68176,3848,87676,3069,3419,7189,8154,12713,17711,13327,14467,4647,2981,9.44,0.44801592945526952069,24.75,2
68176,3848,87676,3069,3419,7189,8154,12713,17711,13327,14467,4647,2981,9.44,0.44801592945526952069,24.5,7
68176,3848,87676,3069,3419,7189,8154,12713,17711,13327,14467,4647,2981,9.44,0.44801592945526952069,24,6
68176,3848,87676,3069,3419,7189,8154,12713,17711,13327,14467,4647,2981,9.44,0.44801592945526952069,23.75,1
68176,3848,87676,3069,3419,7189,8154,12713,17711,13327,14467,4647,2981,9.44,0.44801592945526952069,23.5,4
68176,3848,87676,3069,3419,7189,8154,12713,17711,13327,14467,4647,2981,9.44,0.44801592945526952069,23.25,2
68176,3848,87676,3069,3419,7189,8154,12713,17711,13327,14467,4647,2981,9.44,0.44801592945526952069,23,1
68176,3848,87676,3069,3419,7189,8154,12713,17711,13327,14467,4647,2981,9.44,0.44801592945526952069,22.75,1
68176,3848,87676,3069,3419,7189,8154,12713,17711,13327,14467,4647,2981,9.44,0.44801592945526952069,22.5,2
68176,3848,87676,3069,3419,7189,8154,12713,17711,13327,14467,4647,2981,9.44,0.44801592945526952069,22.25,1
68176,3848,87676,3069,3419,7189,8154,12713,17711,13327,14467,4647,2981,9.44,0.44801592945526952069,21.75,1
68176,3848,87676,3069,3419,7189,8154,12713,17711,13327,14467,4647,2981,9.44,0.44801592945526952069,21.25,1
68176,3848,87676,3069,3419,7189,8154,12713,17711,13327,14467,4647,2981,9.44,0.44801592945526952069,21,1
11083,351,12685,698,431,1357,1357,2245,2918,1852,1142,342,342,9.98,0.22615587846763540291,25.25,1
11083,351,12685,698,431,1357,1357,2245,2918,1852,1142,342,342,9.98,0.22615587846763540291,24,1
11083,351,12685,698,431,1357,1357,2245,2918,1852,1142,342,342,9.98,0.22615587846763540291,23,1
11083,351,12685,698,431,1357,1357,2245,2918,1852,1142,342,342,9.98,0.22615587846763540291,21.75,1
7353,208,10286,1255,967,1522,1358,1265,2037,1049,566,93,165,8.75,0.27813819380084440325,25.75,1
7353,208,10286,1255,967,1522,1358,1265,2037,1049,566,93,165,8.75,0.27813819380084440325,25,1
7214,54,6718,437,497,1182,887,1135,1196,685,470,128,87,10.73,0.64576840086310237353,25.75,1
7214,54,6718,437,497,1182,887,1135,1196,685,470,128,87,10.73,0.64576840086310237353,13.75,1
33527,1685,42825,2869,2826,5011,5482,6295,8265,5139,4411,1071,1413,8.7,0.25312782325403126454,24.5,1
33527,1685,42825,2869,2826,5011,5482,6295,8265,5139,4411,1071,1413,8.7,0.25312782325403126454,24,1
33527,1685,42825,2869,2826,5011,5482,6295,8265,5139,4411,1071,1413,8.7,0.25312782325403126454,23.75,1
33527,1685,42825,2869,2826,5011,5482,6295,8265,5139,4411,1071,1413,8.7,0.25312782325403126454,22,2
33527,1685,42825,2869,2826,5011,5482,6295,8265,5139,4411,1071,1413,8.7,0.25312782325403126454,21.75,1
33527,1685,42825,2869,2826,5011,5482,6295,8265,5139,4411,1071,1413,8.7,0.25312782325403126454,21,2
14968,301,16611,1013,1196,2027,1977,2641,3522,1960,1694,299,299,10.31,0.31694160446590980368,24,1
14968,301,16611,1013,1196,2027,1977,2641,3522,1960,1694,299,299,10.31,0.31694160446590980368,23.5,1
14968,301,16611,1013,1196,2027,1977,2641,3522,1960,1694,299,299,10.31,0.31694160446590980368,22.5,1
14968,301,16611,1013,1196,2027,1977,2641,3522,1960,1694,299,299,10.31,0.31694160446590980368,21.25,1
14968,301,16611,1013,1196,2027,1977,2641,3522,1960,1694,299,299,10.31,0.31694160446590980368,20.5,1
14968,301,16611,1013,1196,2027,1977,2641,3522,1960,1694,299,299,10.31,0.31694160446590980368,20.25,1
14968,301,16611,1013,1196,2027,1977,2641,3522,1960,1694,299,299,10.31,0.31694160446590980368,20,1
14968,301,16611,1013,1196,2027,1977,2641,3522,1960,1694,299,299,10.31,0.31694160446590980368,19.75,1
17395,1557,22532,1262,811,2186,2186,3042,4597,3335,3267,1104,789,9.53,0.53028606965174129353,18,1
17395,1557,22532,1262,811,2186,2186,3042,4597,3335,3267,1104,789,9.53,0.53028606965174129353,17.25,1
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,26,1199
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,25.75,946
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,25.5,1173
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,25.25,1498
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,25,1148
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,24.75,480
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,24.5,439
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,24.25,321
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,24,479
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,23.75,222
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,23.5,208
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,23.25,165
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,23,130
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,22.75,150
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,22.5,136
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,22.25,141
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,22,135
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,21.75,160
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,21.5,111
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,21.25,238
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,21,190
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,20.75,155
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,20.5,328
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,20.25,141
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,20,227
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,19.75,105
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,19.5,79
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,19.25,104
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,19,136
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,18.75,147
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,18.5,44
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,18.25,50
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,18,42
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,17.75,48
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,17.5,74
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,17.25,49
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,17,61
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,16.75,41
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,16.5,35
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,16.25,29
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,16,32
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,15.75,28
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,15.5,16
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,15.25,17
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,15,15
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,14.75,14
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,14.5,22
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,14.25,40
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,14,34
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,13.75,23
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,13.5,26
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,13.25,15
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,13,57
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,12.75,49
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,12.5,24
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,12.25,6
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,12,3
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,11.75,2
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,11.25,1
456949,25938,493849,17285,13334,30619,29631,43953,73584,67657,103214,56793,57780,15.28,0.50832974199717748722,11,1
7617,91,7345,573,257,1094,595,1271,1249,852,1036,250,162,15.42,0.39461883408071748879,26,29
7617,91,7345,573,257,1094,595,1271,1249,852,1036,250,162,15.42,0.39461883408071748879,25.75,23
7617,91,7345,573,257,1094,595,1271,1249,852,1036,250,162,15.42,0.39461883408071748879,25.5,19
7617,91,7345,573,257,1094,595,1271,1249,852,1036,250,162,15.42,0.39461883408071748879,25.25,13
7617,91,7345,573,257,1094,595,1271,1249,852,1036,250,162,15.42,0.39461883408071748879,25,19
7617,91,7345,573,257,1094,595,1271,1249,852,1036,250,162,15.42,0.39461883408071748879,24.75,13
7617,91,7345,573,257,1094,595,1271,1249,852,1036,250,162,15.42,0.39461883408071748879,24.5,14
7617,91,7345,573,257,1094,595,1271,1249,852,1036,250,162,15.42,0.39461883408071748879,24.25,7
7617,91,7345,573,257,1094,595,1271,1249,852,1036,250,162,15.42,0.39461883408071748879,24,9
7617,91,7345,573,257,1094,595,1271,1249,852,1036,250,162,15.42,0.39461883408071748879,23.75,8
7617,91,7345,573,257,1094,595,1271,1249,852,1036,250,162,15.42,0.39461883408071748879,23.5,10
7617,91,7345,573,257,1094,595,1271,1249,852,1036,250,162,15.42,0.39461883408071748879,23.25,9
7617,91,7345,573,257,1094,595,1271,1249,852,1036,250,162,15.42,0.39461883408071748879,23,9
7617,91,7345,573,257,1094,595,1271,1249,852,1036,250,162,15.42,0.39461883408071748879,22.75,8
7617,91,7345,573,257,1094,595,1271,1249,852,1036,250,162,15.42,0.39461883408071748879,22.5,3
7617,91,7345,573,257,1094,595,1271,1249,852,1036,250,162,15.42,0.39461883408071748879,22.25,3
7617,91,7345,573,257,1094,595,1271,1249,852,1036,250,162,15.42,0.39461883408071748879,22,3
7617,91,7345,573,257,1094,595,1271,1249,852,1036,250,162,15.42,0.39461883408071748879,21.75,4
7617,91,7345,573,257,1094,595,1271,1249,852,1036,250,162,15.42,0.39461883408071748879,21.5,4
7617,91,7345,573,257,1094,595,1271,1249,852,1036,250,162,15.42,0.39461883408071748879,21.25,5
7617,91,7345,573,257,1094,595,1271,1249,852,1036,250,162,15.42,0.39461883408071748879,21,2
7617,91,7345,573,257,1094,595,1271,1249,852,1036,250,162,15.42,0.39461883408071748879,20.75,5
7617,91,7345,573,257,1094,595,1271,1249,852,1036,250,162,15.42,0.39461883408071748879,20.5,5
7617,91,7345,573,257,1094,595,1271,1249,852,1036,250,162,15.42,0.39461883408071748879,20.25,3
7617,91,7345,573,257,1094,595,1271,1249,852,1036,250,162,15.42,0.39461883408071748879,19.75,5
7617,91,7345,573,257,1094,595,1271,1249,852,1036,250,162,15.42,0.39461883408071748879,19.25,5
7617,91,7345,573,257,1094,595,1271,1249,852,1036,250,162,15.42,0.39461883408071748879,19,2
7617,91,7345,573,257,1094,595,1271,1249,852,1036,250,162,15.42,0.39461883408071748879,18.75,3
7617,91,7345,573,257,1094,595,1271,1249,852,1036,250,162,15.42,0.39461883408071748879,18.5,3
7617,91,7345,573,257,1094,595,1271,1249,852,1036,250,162,15.42,0.39461883408071748879,18.25,4
7617,91,7345,573,257,1094,595,1271,1249,852,1036,250,162,15.42,0.39461883408071748879,18,1
7617,91,7345,573,257,1094,595,1271,1249,852,1036,250,162,15.42,0.39461883408071748879,17.75,1
27752,1226,33176,3152,2156,3882,3815,4645,7465,3683,3019,763,564,9.44,0.44419757306443343018,26,1
27752,1226,33176,3152,2156,3882,3815,4645,7465,3683,3019,763,564,9.44,0.44419757306443343018,25.5,4
27752,1226,33176,3152,2156,3882,3815,4645,7465,3683,3019,763,564,9.44,0.44419757306443343018,24.75,7
27752,1226,33176,3152,2156,3882,3815,4645,7465,3683,3019,763,564,9.44,0.44419757306443343018,24.5,62
27752,1226,33176,3152,2156,3882,3815,4645,7465,3683,3019,763,564,9.44,0.44419757306443343018,24.25,40
27752,1226,33176,3152,2156,3882,3815,4645,7465,3683,3019,763,564,9.44,0.44419757306443343018,24,42
27752,1226,33176,3152,2156,3882,3815,4645,7465,3683,3019,763,564,9.44,0.44419757306443343018,23.75,52
27752,1226,33176,3152,2156,3882,3815,4645,7465,3683,3019,763,564,9.44,0.44419757306443343018,23.5,28
27752,1226,33176,3152,2156,3882,3815,4645,7465,3683,3019,763,564,9.44,0.44419757306443343018,23.25,24
27752,1226,33176,3152,2156,3882,3815,4645,7465,3683,3019,763,564,9.44,0.44419757306443343018,23,16
27752,1226,33176,3152,2156,3882,3815,4645,7465,3683,3019,763,564,9.44,0.44419757306443343018,22.75,19
27752,1226,33176,3152,2156,3882,3815,4645,7465,3683,3019,763,564,9.44,0.44419757306443343018,22.5,16
27752,1226,33176,3152,2156,3882,3815,4645,7465,3683,3019,763,564,9.44,0.44419757306443343018,22.25,11
27752,1226,33176,3152,2156,3882,3815,4645,7465,3683,3019,763,564,9.44,0.44419757306443343018,22,2
27752,1226,33176,3152,2156,3882,3815,4645,7465,3683,3019,763,564,9.44,0.44419757306443343018,19.25,1
55582,5333,74476,3724,3426,6852,6703,9458,14001,10427,11544,4394,4022,10.31,0.3192051639602357069,24,1
55582,5333,74476,3724,3426,6852,6703,9458,14001,10427,11544,4394,4022,10.31,0.3192051639602357069,23.25,1
55582,5333,74476,3724,3426,6852,6703,9458,14001,10427,11544,4394,4022,10.31,0.3192051639602357069,22.75,3
55582,5333,74476,3724,3426,6852,6703,9458,14001,10427,11544,4394,4022,10.31,0.3192051639602357069,22.5,1
55582,5333,74476,3724,3426,6852,6703,9458,14001,10427,11544,4394,4022,10.31,0.3192051639602357069,22,1
55582,5333,74476,3724,3426,6852,6703,9458,14001,10427,11544,4394,4022,10.31,0.3192051639602357069,21.75,3
55582,5333,74476,3724,3426,6852,6703,9458,14001,10427,11544,4394,4022,10.31,0.3192051639602357069,21.5,3
55582,5333,74476,3724,3426,6852,6703,9458,14001,10427,11544,4394,4022,10.31,0.3192051639602357069,21.25,1
55582,5333,74476,3724,3426,6852,6703,9458,14001,10427,11544,4394,4022,10.31,0.3192051639602357069,21,4
55582,5333,74476,3724,3426,6852,6703,9458,14001,10427,11544,4394,4022,10.31,0.3192051639602357069,20.75,2
19560,275,23546,1954,1483,2920,2849,3344,3673,3132,2755,753,683,8.7,0.32303919690409594237,23,1
19560,275,23546,1954,1483,2920,2849,3344,3673,3132,2755,753,683,8.7,0.32303919690409594237,21.5,1
3563,20,3187,163,191,277,249,519,743,306,478,229,35,9.48,0.26538876889848812095,15.5,1
115179,26345,164659,5763,3952,10703,12020,17948,27827,24370,31944,15643,14325,13.74,0.58840753276937363937,26,272
115179,26345,164659,5763,3952,10703,12020,17948,27827,24370,31944,15643,14325,13.74,0.58840753276937363937,25.75,177
115179,26345,164659,5763,3952,10703,12020,17948,27827,24370,31944,15643,14325,13.74,0.58840753276937363937,25.5,274
115179,26345,164659,5763,3952,10703,12020,17948,27827,24370,31944,15643,14325,13.74,0.58840753276937363937,25.25,245
115179,26345,164659,5763,3952,10703,12020,17948,27827,24370,31944,15643,14325,13.74,0.58840753276937363937,25,181
115179,26345,164659,5763,3952,10703,12020,17948,27827,24370,31944,15643,14325,13.74,0.58840753276937363937,24.75,154
115179,26345,164659,5763,3952,10703,12020,17948,27827,24370,31944,15643,14325,13.74,0.58840753276937363937,24.5,79
115179,26345,164659,5763,3952,10703,12020,17948,27827,24370,31944,15643,14325,13.74,0.58840753276937363937,24.25,70
115179,26345,164659,5763,3952,10703,12020,17948,27827,24370,31944,15643,14325,13.74,0.58840753276937363937,24,490
115179,26345,164659,5763,3952,10703,12020,17948,27827,24370,31944,15643,14325,13.74,0.58840753276937363937,23.75,113
115179,26345,164659,5763,3952,10703,12020,17948,27827,24370,31944,15643,14325,13.74,0.58840753276937363937,23.5,93
115179,26345,164659,5763,3952,10703,12020,17948,27827,24370,31944,15643,14325,13.74,0.58840753276937363937,23.25,80
115179,26345,164659,5763,3952,10703,12020,17948,27827,24370,31944,15643,14325,13.74,0.58840753276937363937,23,57
115179,26345,164659,5763,3952,10703,12020,17948,27827,24370,31944,15643,14325,13.74,0.58840753276937363937,22.75,89
115179,26345,164659,5763,3952,10703,12020,17948,27827,24370,31944,15643,14325,13.74,0.58840753276937363937,22.5,88
115179,26345,164659,5763,3952,10703,12020,17948,27827,24370,31944,15643,14325,13.74,0.58840753276937363937,22.25,144
115179,26345,164659,5763,3952,10703,12020,17948,27827,24370,31944,15643,14325,13.74,0.58840753276937363937,22,121
