"state","county","year","count","total_size","average_cost_per_watt","sum_cost","concat_code","state_code","county_code"
"CO","Arapahoe","2008",35,154.96,7.6975,115304.4,"08005","08","005"
"CO","Boulder","2008",185,1004.4,7.26,710423,"08013","08","013"
"CO","Chaffee","2008",2,7.2,8.345,59479.48,"08015","08","015"
"CO","Conejos","2008",1,596,,,"08021","08","021"
"CO","Custer","2008",1,1.792,8,14343.97,"08027","08","027"
"CO","Delta","2008",4,6.57,8.6325,57428.25,"08029","08","029"
"CO","Douglas","2008",1,4.73,,,"08035","08","035"
"CO","El Paso","2008",2,2024,7.375,13198000,"08041","08","041"
"CO","Garfield","2008",1,1.9,8.95,17000,"08045","08","045"
"CO","Gilpin","2008",7,37.64,5.5,10890,"08047","08","047"
"CO","Jefferson","2008",88,4043.06,7.7735714285714286,14218988,"08059","08","059"
"CO","Larimer","2008",10,32.821,8.1283333333333333,120637.74,"08069","08","069"
"CO","Mesa","2008",8,24.17,8.72125,210826.76,"08077","08","077"
"CO","Montrose","2008",4,14.66,7.78,112905.13,"08085","08","085"
"CO","Ouray","2008",6,19.775,9.4416666666666667,168192.56,"08091","08","091"
"CO","Rio Blanco","2008",1,600,,,"08103","08","103"
"CO","Rio Grande","2008",1,2.72,12.73,34636.61,"08105","08","105"
"CO","Saguache","2008",1,3.06,12.25,37500,"08109","08","109"
"CO","Summit","2008",1,4.3,,,"08043","08","043"
"CO","Weld","2008",1,5.4,5.74,30984.58,"08123","08","123"
"DE","Kent","2008",38,278.857,8.3279649997103448,1886014.5,"10081","10","081"
"DE","New Castle","2008",155,1638.778,8.0841746880627737,11718902.28,"10003","10","003"
"DE","Sussex","2008",137,948.81,8.5565298181904762,6059492.5,"10037","10","037"
"FL","Alachua","2008",59,676.276,8.3547645174385965,5410787,"12001","12","001"
"FL","Brevard","2008",4,18.812,8.5,42432,"12009","12","009"
"FL","Highlands","2008",1,2.45,6.9,16902,"12055","12","055"
"RI","Washington","2008",6,29.4,,25837,"44023","44","023"
"FL","Hillsborough","2008",1,25.2,,,"12011","12","011"
"FL","Manatee","2008",2,3.96,,,"12081","12","081"
"FL","Martin","2008",1,2.04,4,8160,"12091","12","091"
"FL","Miami-Dade","2008",1,26.112,,,"12086","12","086"
"FL","Orange","2008",20,293.504,8.11631883399375,1974624.5,"12059","12","059"
"FL","Osceola","2008",8,33.12,9.6051058201,260556,"12097","12","097"
"FL","Palm Beach","2008",2,52.224,,,"12099","12","099"
"FL","Polk","2008",2,83.5,10.434,620823,"12095","12","095"
"GA","Fulton","2008",1,1.14,7.89,9000,"13049","13","049"
"HI","Hawaii","2008",156,3737.8,,,"15001","15","001"
"HI","Honolulu","2008",19,3521.55,,,"15003","15","003"
"HI","Kauai","2008",97,2175.36,,,"15007","15","007"
"HI","Maui","2008",128,1038.56,,,"15009","15","009"
"IA","Jefferson","2008",5,98.05,4.422,464591,"19059","19","059"
"IA","Marshall","2008",1,15.8,,,"19095","19","095"
"ID","Ada","2008",1,6.4,,,"16001","16","001"
"ID","Bannock","2008",1,1.02,,,"16005","16","005"
"IL","Boone","2008",2,2.07,9.2400140056,19157,"17011","17","011"
"IL","Bureau","2008",1,2.025,8.6419753086,17500,"17011","17","011"
"IL","Carroll","2008",3,8.56,8.2165387564333333,68660,"17015","17","015"
"IL","Champaign","2008",8,27.2,9.51118658425,237804,"17021","17","021"
"IL","Clinton","2008",2,7,14.22883333335,59131,"17035","17","035"
"IL","Cook","2008",18,60.69,9.8115734856222222,541169,"17031","17","031"
"IL","DeKalb","2008",2,12,8.18625,87725,"17049","17","049"
"IL","DuPage","2008",1,1.95,5.8523076923,11412,"17043","17","043"
"IL","Edgar","2008",1,0.52,7.02,3650,"17045","17","045"
"IL","Effingham","2008",1,3.6,6.2472222222,22490,"17049","17","049"
"IL","Henry","2008",1,3.78,8.9947089947,34000,"17067","17","067"
"IL","Iroquois","2008",1,0.8,6.94,5552,"17075","17","075"
"IL","Jackson","2008",3,13.61,8.3635451739333333,111647,"17057","17","057"
"IL","Jefferson","2008",1,4.34,7.8246543779,33959,"17059","17","059"
"IL","Kane","2008",1,3.84,10.05,38592,"17025","17","025"
"IL","Kendall","2008",2,3.725,9.87327523605,37100,"17093","17","093"
"IL","LaSalle","2008",1,3.24,10.0956790123,32710,"17099","17","099"
"IL","Lee","2008",5,14.405,9.84148436606,139997,"17077","17","077"
"IL","Macon","2008",1,2.1,9.5753809524,20108.3,"17087","17","087"
"IL","Macoupin","2008",1,3.24,10.5145061728,34067,"17117","17","117"
"IL","Madison","2008",3,5.17,15.4966172705666667,70401,"17087","17","087"
"LA","East Baton Rouge","2008",10,30.55,7.858,,"22033","22","033"
"LA","Calcasieu","2008",2,2,10,,"22019","22","019"
"IL","Ogle","2008",2,6.14,4.93433982685,39444,"17141","17","141"
"IL","Peoria","2008",1,1.24,9.1137096774,11301,"17143","17","143"
"IL","Randolph","2008",1,4.2,7.8030952381,32773,"17083","17","083"
"IL","Stephenson","2008",2,3.725,8.76268700075,33324,"17177","17","177"
"IL","Tazewell","2008",1,2.5,9.9896,24974,"17185","17","185"
"IL","Whiteside","2008",1,1.7,8.6470588235,14700,"17195","17","195"
"IL","Williamson","2008",1,1.18,7.1313559322,8415,"17491","17","491"
"IN","Boone","2008",1,2.34,,,"18011","18","011"
"IN","Brown","2008",1,1.6,,,"18049","18","049"
"IN","Decatur","2008",1,3,12.07,36220,"18039","18","039"
"IN","Delaware","2008",1,1.04,24.12,25084,"18045","18","045"
"IN","Dubois","2008",2,6,11.55,34662.5,"18037","18","037"
"IN","Monroe","2008",16,45.526,11.13,5900,"18095","18","095"
"IN","St. Joseph","2008",2,16.4,5,41000,"18149","18","149"
"IN","Sullivan","2008",1,3,10.37,31121.93,"18019","18","019"
"IN","Tipton","2008",1,5,7.35,36760,"18167","18","167"
"IN","Wabash","2008",2,4.86,5,12300,"18169","18","169"
"IN","Warren","2008",1,2.016,12.4,25000,"18041","18","041"
"IN","White","2008",1,1.8,,,"18145","18","145"
"KY","Jefferson","2008",1,2.46,6.96,17117,"21059","21","059"
"MA","Barnstable","2008",84,385.126,8.6051622408261905,3288540.2,"25001","25","001"
"MA","Bristol","2008",31,558.724,9.1223887411645161,4310893.14,"25005","25","005"
"MA","Dukes","2008",29,110.11,10.5325993882482759,1109936.96,"25007","25","007"
"MA","Essex","2008",54,815.998,8.5682077545886792,6007647.6,"25057","25","057"
"MA","Franklin","2008",86,527.254,8.265245762702381,4155388.97,"25047","25","047"
"MA","Hampshire","2008",66,388.848,8.21501429498125,3243612.44,"25027","25","027"
"MA","Middlesex","2008",162,2271.123,8.364284071833125,16369855.8,"25023","25","023"
"MA","Norfolk","2008",52,479.28,8.8088992541519231,4400595.4,"25021","25","021"
"MA","Plymouth","2008",68,435.492,7.9259735104246154,3463208.08,"25023","25","023"
"MA","Suffolk","2008",30,936.16,9.9798567687366667,8362580,"25103","25","103"
"MA","Worcester","2008",93,692.96,8.1000574540032258,5780687.42,"25047","25","047"
"MD","Allegany","2008",2,2,12.9295,25858,"24003","24","003"
"MD","Anne Arundel","2008",23,85.384,9.3283607881521739,778228.38,"24003","24","003"
"MD","Baltimore","2008",67,304.88,8.8078880046850746,2729637.18,"24005","24","005"
"MD","Calvert","2008",2,10.8,9.5,102600,"24009","24","009"
"MD","Carroll","2008",22,78.78,8.4271785909227273,636831.9,"24015","24","015"
"MD","Cecil","2008",6,11.8,9.9339708994666667,104034,"24015","24","015"
"MD","Charles","2008",4,5.2,11.83698625,59205.14,"24017","24","017"
"MD","Frederick","2008",2,10.08,8.7895,88593.12,"24069","24","069"
"MD","Garrett","2008",7,48.6,8.1764351648285714,129342,"24023","24","023"
"MD","Harford","2008",14,42.238,8.0343045765428571,339958.04,"24025","24","025"
"MD","Howard","2008",54,158.63,9.2369428646518519,1423085.46,"24061","24","061"
"MD","Kent","2008",2,4.32,10.36787037035,44780,"24081","24","081"
"MD","Montgomery","2008",91,324.786,9.640646281567033,3129192.62,"24097","24","097"
"MD","Prince George's","2008",17,126.07,8.7077173474117647,1028946.7,"24033","24","033"
"MD","Queen Anne's","2008",6,21.2,9.6750955988333333,198640,"24035","24","035"
"MD","St. Mary's","2008",4,11.6,8.6730952381,99784,"24037","24","037"
"MD","Talbot","2008",6,31.12,7.7250373527,242200,"24041","24","041"
"MD","Washington","2008",12,42.1,9.1250818298333333,378562,"24023","24","023"
"ME","Cumberland","2008",2,7.68,9.17,69450,"23049","23","049"
"ME","Sagadahoc","2008",1,1.6,,,"23023","23","023"
"ME","Waldo","2008",1,5.4,,,"23027","23","027"
"ME","Washington","2008",1,6,10,60000,"23023","23","023"
"ME","York","2008",2,9,,,"23091","23","091"
"MI","Barry","2008",1,5,,,"26015","26","015"
"MI","Ingham","2008",1,53.5,11.21,600000,"26065","26","065"
"MI","Kent","2008",1,3,,,"26081","26","081"
"MI","Leelanau","2008",1,2,,,"26089","26","089"
"MI","Ottawa","2008",1,2,,,"26115","26","115"
"MI","Schoolcraft","2008",1,1.6,9.38,,"26153","26","153"
"MI","Van Buren","2008",1,2,,,"26141","26","141"
"MI","Washtenaw","2008",2,20,9.515,190321,"26161","26","161"
"MN","Aitkin","2008",2,5.6,11.8507142857,33182,"27001","27","001"
"MN","Anoka","2008",2,16.8,8.25,69294,"27003","27","003"
"MN","Beltrami","2008",1,2.1,,,"27007","27","007"
"MN","Brown","2008",1,19.35,7.0752971576,136907,"27049","27","049"
"MN","Carlton","2008",7,27.638,9.7162891986,176129,"27017","27","017"
"MN","Carver","2008",3,20.16,9.6485309829,125505,"27019","27","019"
"MN","Cook","2008",5,8.34,10.2081297852333333,52662,"27031","27","031"
"MN","Crow Wing","2008",7,28,8.7227104846,131214,"27035","27","035"
"MN","Dakota","2008",1,2.04,,,"27043","27","043"
"MN","Goodhue","2008",3,4.566,10.8633935508666667,49633,"27049","27","049"
"MN","Hennepin","2008",29,172.515,10.6035364517,686870.57,"27053","27","053"
"MN","Hubbard","2008",2,7.8,7.5235897436,29342,"27057","27","057"
"MN","Isanti","2008",2,4.08,14.2960784314,29164,"27059","27","059"
"MN","Itasca","2008",3,10.98,8.2940379404,30605,"27061","27","061"
"MN","Kandiyohi","2008",5,10.66,10.8710954894666667,69123,"27067","27","067"
"MN","Lake","2008",1,8.4,8.2492857143,69294,"27065","27","065"
"MN","Morrison","2008",1,4.8,,,"27097","27","097"
"MN","Olmsted","2008",2,8.75,10.865,86994,"27109","27","109"
"MN","Otter Tail","2008",4,9.75,11.9893162393,28055,"27111","27","111"
"MN","Pine","2008",3,7.46,10.25673076925,49450,"27115","27","115"
"MN","Ramsey","2008",8,129.18,7.6488916122,881281,"27071","27","071"
"MN","Redwood","2008",2,4.08,8.2058823529,16740,"27127","27","127"
"MN","Sherburne","2008",1,4.3,7.81,33566,"27141","27","141"
"MN","Stearns","2008",3,9.8,22.18125,17745,"27145","27","145"
"MN","St. Louis","2008",12,34.694,7.9648888191285714,166454.65,"27189","27","189"
"MN","Todd","2008",1,1.04,,,"27121","27","121"
"MN","Wabasha","2008",1,3.3,,,"27157","27","157"
"MN","Washington","2008",5,11.44,10.4202380952,17506,"27023","27","023"
"MN","Wright","2008",2,9.36,9.9123931624,46390,"27229","27","229"
"MO","Boone","2008",1,2.2,10,22000,"29011","29","011"
"MO","Callaway","2008",1,1.9,,,"29027","29","027"
"MO","Franklin","2008",2,3.6,,,"29047","29","047"
"MO","Johnson","2008",2,4.886,,,"29071","29","071"
"MO","St. Charles","2008",1,10,,,"29183","29","183"
"MO","St. Louis","2008",4,14.49,,,"29189","29","189"
"MS","Madison","2008",1,2.2,8.95,19690,"28087","28","087"
"MT","Gallatin","2008",1,6.72,,,"30031","30","031"
"NC","Buncombe","2008",2,6.65,8.405,52800,"37021","37","021"
"NC","Durham","2008",1,3,8.33,25000,"37063","37","063"
"NC","Nash","2008",1,1000,,,"37127","37","127"
"NC","New Hanover","2008",1,1189,,,"37129","37","129"
"NC","Orange","2008",1,4.2,7.97,33485,"37059","37","059"
"NC","Wake","2008",2,1075.6,8,605000,"37183","37","183"
"NH","Belknap","2008",10,21.98,6.04090819866,130406.4,"33001","33","001"
"NH","Carroll","2008",4,12.124,4.68267017705,56750,"33015","33","015"
"NH","Cheshire","2008",4,12.1,6.704870819625,80835.25,"33005","33","005"
"NH","Coos","2008",8,19.36,3.9784499304125,78601.91,"33011","33","011"
"NH","Grafton","2008",22,54.38,5.6539390742227273,295759.75,"33009","33","009"
"NH","Hillsborough","2008",4,6.114,5.145492601775,32290,"33011","33","011"
"NH","Merrimack","2008",4,12,6.7112795118,80597,"33013","33","013"
"NH","Rockingham","2008",5,10.72,6.190359768925,53078,"33015","33","015"
"NH","Strafford","2008",4,13.56,5.65859432235,71546,"33017","33","017"
"NH","Sullivan","2008",4,5.476,6.083536585375,31840.6,"33019","33","019"
"NJ","Atlantic","2008",76,3722.703,7.9000564830633803,29041021.05,"34001","34","001"
"NJ","Bergen","2008",29,1668.17,8.3866151496407407,10863255.6,"34003","34","003"
"NJ","Burlington","2008",78,1581.219,8.7320699532268657,6384480.6,"34005","34","005"
"NJ","Camden","2008",31,3028.916,8.1658932455,5236968.85,"34029","34","029"
"NJ","Cape May","2008",37,408.454,8.4072339560677419,2987827,"34009","34","009"
"NJ","Cumberland","2008",14,124.17,7.8261545142615385,939649.5,"34049","34","049"
"NJ","Essex","2008",25,364.503,8.79754067205,2422982.62,"34057","34","057"
"NJ","Gloucester","2008",36,933.13,8.247009169883871,2915411,"34073","34","073"
"NJ","Hudson","2008",7,249.032,8.3819980476428571,2057616,"34017","34","017"
"NJ","Hunterdon","2008",76,977.404,8.2218434037088235,8150767.82,"34019","34","019"
"NJ","Mercer","2008",72,1243.569,8.4626849196153846,10474623.65,"34055","34","055"
"NJ","Middlesex","2008",41,2012.662,8.9083747446861111,9487941.5,"34023","34","023"
"NJ","Monmouth","2008",106,1575.419,8.2876812485402174,6807707.85,"34025","34","025"
"NJ","Morris","2008",54,718.838,8.605014250872549,5629466.68,"34027","34","027"
"NJ","Ocean","2008",80,2135.055,8.2210098480183099,10050178.24,"34029","34","029"
"NJ","Passaic","2008",24,930.939,8.4225674622571429,2596618.9,"34031","34","031"
"NJ","Salem","2008",18,937.963,8.4100080055333333,2605372,"34033","34","033"
"NJ","Somerset","2008",68,2479.1,8.1814972744649123,11715236.72,"34035","34","035"
"NJ","Sussex","2008",19,144.66,8.2850785890052632,1191168.5,"34037","34","037"
"NJ","Union","2008",20,526.956,8.42379309505,3187848.3,"34087","34","087"
"NM","Bernalillo","2008",56,173.97,9.3970070520964286,1567435.91,"35001","35","001"
"NM","Catron","2008",1,3,9.14,27416.44,"35003","35","003"
"NM","Chaves","2008",1,1.2,9.31,11177.83,"35005","35","005"
"NM","Do±a Ana","2008",9,28.56,8.9666666666666667,256728.7,"35013","35","013"
"NM","Grant","2008",6,20.4,9.8166666666666667,191285.25,"35053","35","053"
"NM","Lincoln","2008",5,32.04,8.008,255321.08,"35073","35","073"
"NM","Luna","2008",1,3.2,7.78,24897.02,"35029","35","029"
"NM","Otero","2008",1,2.1,9.2547619048,19435,"35089","35","089"
"NM","Rio Arriba","2008",3,5.03,13.5066666666666667,64888.26,"35039","35","039"
"NM","Sandoval","2008",12,33.99,10.0908967592583333,330154.42,"35043","35","043"
"NM","San Juan","2008",1,3.01,10.08,30341.86,"35055","35","055"
"NM","San Miguel","2008",7,12.88,11.3682605042,125224.75,"35047","35","047"
"NM","Santa Fe","2008",38,98.118,10.4514079349842105,1021316.26,"35049","35","049"
"NM","Sierra","2008",3,9.62,12.0633333333333333,92517.55,"35091","35","091"
"NM","Socorro","2008",3,5.12,11.2533333333333333,58199.81,"35053","35","053"
"NM","Taos","2008",9,20.43,9.2811103756777778,185010.24,"35055","35","055"
"NM","Torrance","2008",1,2.72,11.9647316176,32544.07,"35057","35","057"
"NM","Valencia","2008",2,3.6,10.66,38378.8,"35061","35","061"
"NV","Clark","2008",103,21118.485,8.1141578959340659,43730762.48,"32019","32","019"
"NV","Douglas","2008",15,137.289443944,8.9499579434153846,814978,"32035","32","035"
"NV","Lyon","2008",4,16.962,5.7501579901333333,82178,"32019","32","019"
"NV","Mineral","2008",1,11.56,8.6579584775,100086,"32079","32","079"
"NV","Nye","2008",1,3.06,9.1833333333,28101,"32023","32","023"
"NV","Pershing","2008",1,30.593,6.73,205802,"32027","32","027"
"NV","Storey","2008",4,12.228,9.391489898975,115236,"32029","32","029"
"NV","Washoe","2008",64,664.947893748,9.0776719115686275,3109099,"32031","32","031"
"NY","Albany","2008",58,258.665325,9.8695894816947368,2556833.48,"36001","36","001"
"NY","Allegany","2008",2,9.417555,10.13705882355,94800,"36003","36","003"
"NY","Broome","2008",6,49.092104,9.42571911665,459356.8,"36007","36","007"
"NY","Cattaraugus","2008",4,15.542025,8.07483901515,122518,"36009","36","009"
"NY","Cayuga","2008",6,37.238834,9.2039369625833333,338803.68,"36011","36","011"
"NY","Chautauqua","2008",16,167.464629,8.4253620194625,1376869.92,"36013","36","013"
"NY","Chemung","2008",4,10.282668,11.957408023725,116974.84,"36015","36","015"
"NY","Clinton","2008",10,34.43538,10.75806190477,360828,"36035","36","035"
"NY","Columbia","2008",59,296.966380264,9.0715243940661017,2672392.58,"36027","36","027"
"NY","Delaware","2008",10,36.175759,9.67949721527,342483.4,"36045","36","045"
"NY","Dutchess","2008",57,433.527917557,9.4457050471596491,3922345.4,"36027","36","027"
"NY","Erie","2008",28,170.301349,9.3145769703392857,1393921.48,"36049","36","049"
"NY","Essex","2008",6,24.718925143,9.8128035844,243882,"36057","36","057"
"NY","Genesee","2008",4,15.656472,8.502976190475,131900,"36037","36","037"
"NY","Greene","2008",8,29.631492,9.4819053448125,278120.94,"36055","36","055"
"NY","Herkimer","2008",5,18.240773,9.13906374866,165327.66,"36043","36","043"
"NY","Jefferson","2008",4,18.294488,9.830608717425,178366.9,"36059","36","059"
"NY","Kings","2008",13,87.527116,9.9515172924363636,755345.04,"36031","36","031"
"NY","Livingston","2008",4,16.149525,12.77484634635,215743.52,"36051","36","051"
"NY","Monroe","2008",21,82.660750667,9.9161739566619048,780879.05,"36095","36","095"
"NY","Montgomery","2008",8,49.033356,9.1785917165375,453812.92,"36097","36","097"
"NY","Nassau","2008",111,672.02,7.8140851440230769,4302549.5,"36059","36","059"
"NY","Niagara","2008",4,15.009373,6.9400297619,103741.2,"36063","36","063"
"NY","Oneida","2008",8,28.854575,9.743397908725,276333.32,"36085","36","085"
"NY","Onondaga","2008",10,98.73124376,10.4022231424,1125847.18,"36067","36","067"
"NY","Ontario","2008",10,43.960504,10.20021056032,437896.82,"36069","36","069"
"NY","Orange","2008",47,459.996565345,8.6160866600404255,3870180.96,"36059","36","059"
"NY","Oswego","2008",2,8.388384,9.38130921055,78091.08,"36075","36","075"
"NY","Otsego","2008",8,42.137209,9.3372945353875,390551.98,"36077","36","077"
"NY","Putnam","2008",6,25.6641055,9.3317781622166667,237990,"36079","36","079"
"NY","Rensselaer","2008",39,225.8629035,9.1231298874128205,2027364.48,"36083","36","083"
"NY","Richmond","2008",2,9.180285,9.245,84168,"36159","36","159"
"NY","Rockland","2008",34,176.206485353,8.8841759323735294,1552880,"36087","36","087"
"NY","Saratoga","2008",26,116.17563083,9.6348524776269231,1100304.76,"36091","36","091"
"NY","Schenectady","2008",10,49.3089505,8.76608862199,434091.92,"36093","36","093"
"NY","Schoharie","2008",4,7.787238,9.946907536775,72615.62,"36095","36","095"
